bdc_name,bdc_cik,company_name,business_description,investment_type,principal,cost,fair_value,industry_sector
FS KKR Capital Corp,1422183,Alera Group Intermediate Holdings Inc,,,7600000.0,7600000.0,7500000.0,Unknown
FS KKR Capital Corp,1422183,American Vision Partners,,,4400000.0,4400000.0,4200000.0,Unknown
FS KKR Capital Corp,1422183,American Vision Partners,,,91400000.0,91000000.0,88000000.0,Unknown
FS KKR Capital Corp,1422183,American Vision Partners,,,3400000.0,3400000.0,3300000.0,Unknown
FS KKR Capital Corp,1422183,Amerivet Partners Management Inc,,,68300000.0,68000000.0,67800000.0,Unknown
FS KKR Capital Corp,1422183,Amerivet Partners Management Inc,,,8400000.0,8400000.0,8300000.000000001,Unknown
FS KKR Capital Corp,1422183,Apex Group Limited,,,2500000.0,2400000.0,2500000.0,Unknown
FS KKR Capital Corp,1422183,Apex Group Limited,,,,2300000.0,2200000.0,Unknown
FS KKR Capital Corp,1422183,Apex Service Partners LLC,,,,400000.0,400000.0,Unknown
FS KKR Capital Corp,1422183,Apex Service Partners LLC,,,80700000.0,79800000.0,79700000.0,Unknown
FS KKR Capital Corp,1422183,Apex Service Partners LLC,,,12000000.0,12000000.0,11800000.0,Unknown
FS KKR Capital Corp,1422183,Arcfield Acquisition Corp,,,85000000.0,84600000.0,85000000.0,Unknown
FS KKR Capital Corp,1422183,Arcfield Acquisition Corp,,,10600000.0,10600000.0,10600000.0,Unknown
FS KKR Capital Corp,1422183,Arcos LLC/VA,,,12500000.0,12300000.0,11200000.0,Unknown
FS KKR Capital Corp,1422183,Arcos LLC/VA,,,4500000.0,4500000.0,4000000.0,Unknown
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,,,,1000000.0,1000000.0,Unknown
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,,,,19300000.0,20900000.0,Unknown
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,,,,9400000.0,9800000.0,Unknown
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,,,9900000.0,9900000.0,9800000.0,Unknown
FS KKR Capital Corp,1422183,ATX Networks Corp,,,65099999.99999999,65099999.99999999,65099999.99999999,Unknown
FS KKR Capital Corp,1422183,ATX Networks Corp,,,63000000.0,63000000.0,63000000.0,Unknown
FS KKR Capital Corp,1422183,Barbri Inc,,,130500000.0,127000000.0,126900000.0,Unknown
FS KKR Capital Corp,1422183,BDO USA PA,,,28400000.0,27800000.0,28100000.0,Unknown
FS KKR Capital Corp,1422183,Belk Inc,,,21900000.0,21800000.0,20000000.0,Unknown
FS KKR Capital Corp,1422183,Belk Inc,,,70900000.0,35600000.0,13200000.0,Unknown
FS KKR Capital Corp,1422183,BGB Group LLC,,,110000000.0,109200000.0,107500000.0,Unknown
FS KKR Capital Corp,1422183,BGB Group LLC,,,19900000.0,19900000.0,19500000.0,Unknown
FS KKR Capital Corp,1422183,Bloom Fresh International Limited,,,,7900000.0,8000000.0,Unknown
FS KKR Capital Corp,1422183,Bowery Farming Inc,,,,61700000.0,35400000.0,Unknown
FS KKR Capital Corp,1422183,Caldic BV,,,1400000.0,1400000.0,1400000.0,Unknown
FS KKR Capital Corp,1422183,Caldic BV,,,,900000.0,900000.0,Unknown
FS KKR Capital Corp,1422183,Careismatic Brands Inc,,,,11500000.0,11500000.0,Unknown
FS KKR Capital Corp,1422183,Careismatic Brands Inc,,,18500000.0,18500000.0,18500000.0,Unknown
FS KKR Capital Corp,1422183,CFC Underwriting Ltd,,,,5700000.0,5800000.0,Unknown
FS KKR Capital Corp,1422183,Circana Group (f.k.a. NPD Group),,,,200000.0,200000.0,Unknown
FS KKR Capital Corp,1422183,Circana Group (f.k.a. NPD Group),,,19500000.0,19500000.0,19700000.0,Unknown
FS KKR Capital Corp,1422183,Circana Group (f.k.a. NPD Group),,,800000.0,800000.0,800000.0,Unknown
FS KKR Capital Corp,1422183,Civica Group Ltd,,,,21800000.0,22100000.0,Unknown
FS KKR Capital Corp,1422183,Civica Group Ltd,,,,600000.0,700000.0,Unknown
FS KKR Capital Corp,1422183,Clarience Technologies LLC,,,,221100000.0,225500000.0,Unknown
FS KKR Capital Corp,1422183,Clarience Technologies LLC,,,25400000.0,25400000.0,25400000.0,Unknown
FS KKR Capital Corp,1422183,Community Brands Inc,,,32400000.0,31900000.0,31900000.0,Unknown
FS KKR Capital Corp,1422183,Community Brands Inc,,,3900000.0,3800000.0,3800000.0,Unknown
FS KKR Capital Corp,1422183,Community Brands Inc,,,1900000.0,1900000.0,1900000.0,Unknown
FS KKR Capital Corp,1422183,Constellis Holdings LLC,,,15100000.0,14600000.0,15100000.0,Unknown
FS KKR Capital Corp,1422183,Corsearch Intermediate Inc,,,30100000.0,28700000.0,29900000.0,Unknown
FS KKR Capital Corp,1422183,CSafe Global,,,7000000.0,7000000.0,6900000.0,Unknown
FS KKR Capital Corp,1422183,CSafe Global,,,184900000.0,180500000.0,184200000.0,Unknown
FS KKR Capital Corp,1422183,CSafe Global,,,,35600000.0,34100000.0,Unknown
FS KKR Capital Corp,1422183,CSafe Global,,,11700000.0,11700000.0,11600000.0,Unknown
FS KKR Capital Corp,1422183,CSafe Global,,,27900000.0,27900000.0,27800000.0,Unknown
FS KKR Capital Corp,1422183,Dental Care Alliance Inc,,,98700000.0,96200000.0,97700000.0,Unknown
FS KKR Capital Corp,1422183,Dental Care Alliance Inc,,,12100000.0,12100000.0,12000000.0,Unknown
FS KKR Capital Corp,1422183,DOC Generici Srl,,,,22600000.0,25300000.0,Unknown
FS KKR Capital Corp,1422183,DOC Generici Srl,,,2400000.0,2300000.0,2400000.0,Unknown
FS KKR Capital Corp,1422183,DOXA Insurance Holdings LLC,,,,15200000.0,15200000.0,Unknown
FS KKR Capital Corp,1422183,DOXA Insurance Holdings LLC,,,3300000.0,3300000.0,3300000.0,Unknown
FS KKR Capital Corp,1422183,DOXA Insurance Holdings LLC,,,14600000.0,14600000.0,14400000.0,Unknown
FS KKR Capital Corp,1422183,Element Materials Technology Group US Holdings Inc,,,1400000.0,1400000.0,1400000.0,Unknown
FS KKR Capital Corp,1422183,Element Materials Technology Group US Holdings Inc,,,,400000.0,400000.0,Unknown
FS KKR Capital Corp,1422183,Encora Digital LLC,,,,19300000.0,19600000.0,Unknown
FS KKR Capital Corp,1422183,Encora Digital LLC,,,65099999.99999999,64200000.0,65099999.99999999,Unknown
FS KKR Capital Corp,1422183,Envirotainer Ltd,,,,2700000.0,2700000.0,Unknown
FS KKR Capital Corp,1422183,Excelitas Technologies Corp,,,,1500000.0,1400000.0,Unknown
FS KKR Capital Corp,1422183,Excelitas Technologies Corp,,,2300000.0,2300000.0,2300000.0,Unknown
FS KKR Capital Corp,1422183,Excelitas Technologies Corp,,,900000.0,900000.0,900000.0,Unknown
FS KKR Capital Corp,1422183,Excelitas Technologies Corp,,,800000.0,800000.0,800000.0,Unknown
FS KKR Capital Corp,1422183,Follett Software Co,,,72900000.0,72400000.0,72800000.0,Unknown
FS KKR Capital Corp,1422183,Follett Software Co,,,9900000.0,9900000.0,9800000.0,Unknown
FS KKR Capital Corp,1422183,Foundation Consumer Brands LLC,,,69600000.0,67099999.99999999,69600000.0,Unknown
FS KKR Capital Corp,1422183,Foundation Risk Partners Corp,,,54200000.0,53500000.0,54200000.0,Unknown
FS KKR Capital Corp,1422183,Foundation Risk Partners Corp,,,7000000.0,6900000.0,7000000.0,Unknown
FS KKR Capital Corp,1422183,Foundation Risk Partners Corp,,,18500000.0,18500000.0,18200000.0,Unknown
FS KKR Capital Corp,1422183,Galaxy Universal LLC,,,87100000.0,87100000.0,86400000.0,Unknown
FS KKR Capital Corp,1422183,Galaxy Universal LLC,,,18600000.0,18500000.0,18100000.0,Unknown
FS KKR Capital Corp,1422183,Galway Partners Holdings LLC,,,86500000.0,85300000.0,85700000.0,Unknown
FS KKR Capital Corp,1422183,Galway Partners Holdings LLC,,,12000000.0,11800000.0,11800000.0,Unknown
FS KKR Capital Corp,1422183,General Datatech LP,,,131600000.0,130700000.0,128500000.0,Unknown
FS KKR Capital Corp,1422183,Gigamon Inc,,,106100000.0,105400000.0,105600000.0,Unknown
FS KKR Capital Corp,1422183,Gigamon Inc,,,9300000.0,9300000.0,9300000.0,Unknown
FS KKR Capital Corp,1422183,Gracent LLC,,,28300000.0,24700000.0,24500000.0,Unknown
FS KKR Capital Corp,1422183,Greystone Equity Member Corp,,,194800000.0,187500000.0,194800000.0,Unknown
FS KKR Capital Corp,1422183,Heniff Transportation Systems LLC,,,6800000.0,6700000.0,6800000.0,Unknown
FS KKR Capital Corp,1422183,Heniff Transportation Systems LLC,,,94300000.0,89300000.0,94300000.0,Unknown
FS KKR Capital Corp,1422183,Heniff Transportation Systems LLC,,,11000000.0,11000000.0,11000000.0,Unknown
FS KKR Capital Corp,1422183,Hibu Inc,,,94500000.0,91200000.0,95400000.0,Unknown
FS KKR Capital Corp,1422183,Higginbotham Insurance Agency Inc,,,10300000.0,10200000.0,10200000.0,Unknown
FS KKR Capital Corp,1422183,Higginbotham Insurance Agency Inc,,,6900000.0,6600000.0,6800000.0,Unknown
FS KKR Capital Corp,1422183,Highgate Hotels Inc,,,34000000.0,33600000.0,33600000.0,Unknown
FS KKR Capital Corp,1422183,Highgate Hotels Inc,,,4200000.0,4200000.0,4200000.0,Unknown
FS KKR Capital Corp,1422183,HKA,,,4600000.0,4500000.0,4400000.0,Unknown
FS KKR Capital Corp,1422183,HM Dunn Co Inc,,,35800000.0,35800000.0,35800000.0,Unknown
FS KKR Capital Corp,1422183,HM Dunn Co Inc,,,1000000.0,1000000.0,1000000.0,Unknown
FS KKR Capital Corp,1422183,HM Dunn Co Inc,,,1000000.0,1000000.0,1000000.0,Unknown
FS KKR Capital Corp,1422183,Individual FoodService,,,71300000.0,69900000.0,69900000.0,Unknown
FS KKR Capital Corp,1422183,Individual FoodService,,,5800000.0,5800000.0,5700000.0,Unknown
FS KKR Capital Corp,1422183,Individual FoodService,,,5900000.0,5900000.0,5800000.0,Unknown
FS KKR Capital Corp,1422183,Industria Chimica Emiliana Srl,,,,82300000.0,75400000.0,Unknown
FS KKR Capital Corp,1422183,Industria Chimica Emiliana Srl,,,17600000.0,20600000.0,18700000.0,Unknown
FS KKR Capital Corp,1422183,Industry City TI Lessor LP,,,,20900000.0,21400000.0,Unknown
FS KKR Capital Corp,1422183,iNova Pharmaceuticals (Australia) Pty Limited,,,2600000.0,1700000.0,1600000.0,Unknown
FS KKR Capital Corp,1422183,Insight Global LLC,,,,175100000.0,176400000.0,Unknown
FS KKR Capital Corp,1422183,Insight Global LLC,,,21100000.0,21100000.0,21100000.0,Unknown
FS KKR Capital Corp,1422183,Insight Global LLC,,,26800000.0,26800000.0,26800000.0,Unknown
FS KKR Capital Corp,1422183,Integrity Marketing Group LLC,,,200000.0,200000.0,200000.0,Unknown
FS KKR Capital Corp,1422183,Integrity Marketing Group LLC,,,98400000.0,98400000.0,98200000.0,Unknown
FS KKR Capital Corp,1422183,Integrity Marketing Group LLC,,,2300000.0,2300000.0,2300000.0,Unknown
FS KKR Capital Corp,1422183,Integrity Marketing Group LLC,,,100000.0,100000.0,100000.0,Unknown
FS KKR Capital Corp,1422183,J S Held LLC,,,86000000.0,85200000.0,85400000.0,Unknown
FS KKR Capital Corp,1422183,J S Held LLC,,,5100000.0,5000000.0,5000000.0,Unknown
FS KKR Capital Corp,1422183,J S Held LLC,,,63200000.0,63200000.0,62800000.0,Unknown
FS KKR Capital Corp,1422183,J S Held LLC,,,9000000.0,9000000.0,9000000.0,Unknown
FS KKR Capital Corp,1422183,J S Held LLC,,,2500000.0,2500000.0,2500000.0,Unknown
FS KKR Capital Corp,1422183,Karman Space Inc,,,49800000.0,48200000.0,49800000.0,Unknown
FS KKR Capital Corp,1422183,Karman Space Inc,,,5500000.0,5400000.0,5500000.0,Unknown
FS KKR Capital Corp,1422183,Karman Space Inc,,,36100000.0,35700000.0,36100000.0,Unknown
FS KKR Capital Corp,1422183,Kellermeyer Bergensons Services LLC,,,165700000.0,160600000.0,165700000.0,Unknown
FS KKR Capital Corp,1422183,Kellermeyer Bergensons Services LLC,,,200400000.0,197600000.0,135300000.0,Unknown
FS KKR Capital Corp,1422183,Laboratoires Vivacy SAS,,,,8000000.0,8400000.0,Unknown
FS KKR Capital Corp,1422183,Laboratoires Vivacy SAS,,,600000.0,700000.0,600000.0,Unknown
FS KKR Capital Corp,1422183,Lakefield Veterinary Group,,,,37700000.0,36800000.0,Unknown
FS KKR Capital Corp,1422183,Lakefield Veterinary Group,,,80400000.0,79800000.0,78500000.0,Unknown
FS KKR Capital Corp,1422183,Lakeview Farms Inc,,,30900000.0,29600000.0,30800000.0,Unknown
FS KKR Capital Corp,1422183,Lakeview Farms Inc,,,36900000.0,36900000.0,36800000.0,Unknown
FS KKR Capital Corp,1422183,Lakeview Farms Inc,,,6800000.0,6800000.0,6800000.0,Unknown
FS KKR Capital Corp,1422183,Lazer Logistics Inc,,,18200000.0,18000000.0,18500000.0,Unknown
FS KKR Capital Corp,1422183,Lazer Logistics Inc,,,3300000.0,3300000.0,3300000.0,Unknown
FS KKR Capital Corp,1422183,Lazer Logistics Inc,,,1900000.0,1900000.0,1900000.0,Unknown
FS KKR Capital Corp,1422183,Lazer Logistics Inc,,,8600000.0,8600000.0,8400000.0,Unknown
FS KKR Capital Corp,1422183,Lexitas Inc,,,2900000.0,2900000.0,2900000.0,Unknown
FS KKR Capital Corp,1422183,Lexitas Inc,,,116800000.0,114200000.0,118600000.0,Unknown
FS KKR Capital Corp,1422183,Lexitas Inc,,,5500000.0,5500000.0,5500000.0,Unknown
FS KKR Capital Corp,1422183,Lionbridge Technologies Inc,,,109500000.0,107100000.0,109500000.0,Unknown
FS KKR Capital Corp,1422183,Lipari Foods LLC,,,15000000.0,15000000.0,14900000.0,Unknown
FS KKR Capital Corp,1422183,Lloyd's Register Quality Assurance Ltd,,,,14300000.0,14100000.0,Unknown
FS KKR Capital Corp,1422183,Lloyd's Register Quality Assurance Ltd,,,3700000.0,5700000.0,5600000.0,Unknown
FS KKR Capital Corp,1422183,Magna Legal Services LLC,,,,18100000.0,18300000.0,Unknown
FS KKR Capital Corp,1422183,Magna Legal Services LLC,,,5100000.0,5100000.0,5100000.0,Unknown
FS KKR Capital Corp,1422183,Magna Legal Services LLC,,,500000.0,500000.0,500000.0,Unknown
FS KKR Capital Corp,1422183,Magna Legal Services LLC,,,2200000.0,2200000.0,2200000.0,Unknown
FS KKR Capital Corp,1422183,Magna Legal Services LLC,,,12900000.0,12900000.0,12800000.0,Unknown
FS KKR Capital Corp,1422183,MB2 Dental Solutions LLC,,,220200000.0,214800000.0,220200000.0,Unknown
FS KKR Capital Corp,1422183,Medallia Inc,,,217000000.0,215200000.0,216100000.0,Unknown
FS KKR Capital Corp,1422183,Med-Metrix,,,69100000.0,68700000.0,69100000.0,Unknown
FS KKR Capital Corp,1422183,Med-Metrix,,,11400000.0,11400000.0,11400000.0,Unknown
FS KKR Capital Corp,1422183,Med-Metrix,,,7800000.0,7800000.0,7800000.0,Unknown
FS KKR Capital Corp,1422183,Miami Beach Medical Group LLC,,,114600000.0,106500000.0,68900000.0,Unknown
FS KKR Capital Corp,1422183,Miami Beach Medical Group LLC,,,19000000.0,17500000.0,11400000.0,Unknown
FS KKR Capital Corp,1422183,Misys Ltd,,,400000.0,400000.0,400000.0,Unknown
FS KKR Capital Corp,1422183,Misys Ltd,,,1100000.0,1100000.0,1100000.0,Unknown
FS KKR Capital Corp,1422183,Motion Recruitment Partners LLC,,,114500000.0,112100000.0,111300000.0,Unknown
FS KKR Capital Corp,1422183,NBG Home,,,10100000.0,10100000.0,10100000.0,Unknown
FS KKR Capital Corp,1422183,NBG Home,,,32700000.000000004,30700000.0,9800000.0,Unknown
FS KKR Capital Corp,1422183,NBG Home,,,44300000.0,38700000.0,,Unknown
FS KKR Capital Corp,1422183,NCI Inc,,,32200000.000000004,32400000.0,32200000.000000004,Unknown
FS KKR Capital Corp,1422183,Net Documents,,,33000000.0,32799999.999999996,33000000.0,Unknown
FS KKR Capital Corp,1422183,Net Documents,,,1500000.0,1500000.0,1500000.0,Unknown
FS KKR Capital Corp,1422183,Net Documents,,,1500000.0,1500000.0,1500000.0,Unknown
FS KKR Capital Corp,1422183,New Era Technology Inc,,,25200000.0,24500000.0,24900000.0,Unknown
FS KKR Capital Corp,1422183,New Era Technology Inc,,,4700000.0,4700000.0,4600000.0,Unknown
FS KKR Capital Corp,1422183,NovaTaste Austria GmbH,,,,4099999.999999999,4300000.0,Unknown
FS KKR Capital Corp,1422183,NovaTaste Austria GmbH,,,4700000.0,4900000.0,4900000.0,Unknown
FS KKR Capital Corp,1422183,Novotech Pty Ltd,,,,5600000.0,5600000.0,Unknown
FS KKR Capital Corp,1422183,Omnimax International Inc,,,121200000.0,117300000.0,120300000.0,Unknown
FS KKR Capital Corp,1422183,One Call Care Management Inc,,,4900000.0,4700000.0,4200000.0,Unknown
FS KKR Capital Corp,1422183,Oxford Global Resources LLC,,,93900000.0,93300000.0,94800000.0,Unknown
FS KKR Capital Corp,1422183,Oxford Global Resources LLC,,,7600000.0,7600000.0,7600000.0,Unknown
FS KKR Capital Corp,1422183,Parts Town LLC,,,74500000.0,74000000.0,74300000.0,Unknown
FS KKR Capital Corp,1422183,PartsSource Inc,,,1300000.0,1300000.0,1300000.0,Unknown
FS KKR Capital Corp,1422183,PartsSource Inc,,,69200000.0,68500000.0,68700000.0,Unknown
FS KKR Capital Corp,1422183,PartsSource Inc,,,3000000.0,3000000.0,2900000.0,Unknown
FS KKR Capital Corp,1422183,PartsSource Inc,,,20500000.0,20500000.0,20300000.0,Unknown
FS KKR Capital Corp,1422183,Performance Health Holdings Inc,,,93200000.0,92500000.0,92900000.0,Unknown
FS KKR Capital Corp,1422183,Production Resource Group LLC,,,95500000.0,94300000.0,98400000.0,Unknown
FS KKR Capital Corp,1422183,Production Resource Group LLC,,,165300000.0,162700000.0,168600000.0,Unknown
FS KKR Capital Corp,1422183,Production Resource Group LLC,,,100000.0,100000.0,100000.0,Unknown
FS KKR Capital Corp,1422183,PSKW LLC (dba ConnectiveRx),,,242800000.0,237900000.0,242800000.0,Unknown
FS KKR Capital Corp,1422183,Pure Fishing Inc,,,33400000.0,33000000.0,30000000.0,Unknown
FS KKR Capital Corp,1422183,Radwell International LLC/PA,,,1400000.0,1400000.0,1400000.0,Unknown
FS KKR Capital Corp,1422183,Radwell International LLC/PA,,,1000000.0,1000000.0,1000000.0,Unknown
FS KKR Capital Corp,1422183,Radwell International LLC/PA,,,66400000.00000001,66400000.00000001,67700000.0,Unknown
FS KKR Capital Corp,1422183,Radwell International LLC/PA,,,5500000.0,5500000.0,5500000.0,Unknown
FS KKR Capital Corp,1422183,Reliant Rehab Hospital Cincinnati LLC,,,44000000.0,42700000.0,400000.0,Unknown
FS KKR Capital Corp,1422183,Reliant Rehab Hospital Cincinnati LLC,,,44000000.0,42200000.0,39700000.0,Unknown
FS KKR Capital Corp,1422183,Revere Superior Holdings Inc,,,33100000.0,32700000.000000004,33100000.0,Unknown
FS KKR Capital Corp,1422183,Revere Superior Holdings Inc,,,3200000.0,3200000.0,3200000.0,Unknown
FS KKR Capital Corp,1422183,Rise Baking Company,,,28300000.0,27800000.0,28300000.0,Unknown
FS KKR Capital Corp,1422183,Rise Baking Company,,,5300000.0,5200000.0,5300000.0,Unknown
FS KKR Capital Corp,1422183,RSC Insurance Brokerage Inc,,,187200000.0,183400000.0,186500000.0,Unknown
FS KKR Capital Corp,1422183,RSC Insurance Brokerage Inc,,,7700000.0,7600000.0,7700000.0,Unknown
FS KKR Capital Corp,1422183,Safe-Guard Products International LLC,,,100000.0,100000.0,100000.0,Unknown
FS KKR Capital Corp,1422183,SAMBA Safety Inc,,,6000000.0,6000000.0,6000000.0,Unknown
FS KKR Capital Corp,1422183,SAMBA Safety Inc,,,1800000.0,1800000.0,1800000.0,Unknown
FS KKR Capital Corp,1422183,SAMBA Safety Inc,,,600000.0,600000.0,600000.0,Unknown
FS KKR Capital Corp,1422183,SavATree LLC,,,9400000.0,9400000.0,9300000.0,Unknown
FS KKR Capital Corp,1422183,SavATree LLC,,,400000.0,300000.0,400000.0,Unknown
FS KKR Capital Corp,1422183,SavATree LLC,,,6000000.0,6000000.0,5900000.0,Unknown
FS KKR Capital Corp,1422183,Sequel Youth & Family Services LLC,,,57200000.0,8900000.0,300000.0,Unknown
FS KKR Capital Corp,1422183,Shaw Development LLC,,,28800000.0,28500000.0,28600000.0,Unknown
FS KKR Capital Corp,1422183,SitusAMC Holdings Corp,,,28200000.0,28000000.0,28200000.0,Unknown
FS KKR Capital Corp,1422183,Solina France SASU,,,19500000.0,19000000.0,19700000.0,Unknown
FS KKR Capital Corp,1422183,Sorenson Communications LLC,,,29600000.0,28400000.0,29500000.0,Unknown
FS KKR Capital Corp,1422183,Source Code LLC,,,56000000.0,55300000.0,56000000.0,Unknown
FS KKR Capital Corp,1422183,Spins LLC,,,57400000.0,55600000.0,57400000.0,Unknown
FS KKR Capital Corp,1422183,Spins LLC,,,16500000.0,16500000.0,16500000.0,Unknown
FS KKR Capital Corp,1422183,Spins LLC,,,7900000.0,7900000.0,7900000.0,Unknown
FS KKR Capital Corp,1422183,Spotless Brands LLC,,,12400000.0,12100000.0,12400000.0,Unknown
FS KKR Capital Corp,1422183,Spotless Brands LLC,,,18700000.0,18400000.0,19000000.0,Unknown
FS KKR Capital Corp,1422183,Summit Interconnect Inc,,,135400000.0,134500000.0,125300000.0,Unknown
FS KKR Capital Corp,1422183,Sweeping Corp of America Inc,,,71500000.0,69800000.0,53100000.0,Unknown
FS KKR Capital Corp,1422183,Sweeping Corp of America Inc,,,5600000.0,5500000.0,4099999.999999999,Unknown
FS KKR Capital Corp,1422183,Sweeping Corp of America Inc,,,100000.0,100000.0,100000.0,Unknown
FS KKR Capital Corp,1422183,Tangoe LLC,,,179500000.0,169100000.0,155400000.0,Unknown
FS KKR Capital Corp,1422183,Tangoe LLC,,,9800000.0,8400000.0,0.0,Unknown
FS KKR Capital Corp,1422183,TeamSystem SpA,,,,19000000.0,21900000.0,Unknown
FS KKR Capital Corp,1422183,Tekfor HoldCo (formerly Amtek Global Technology Pte Ltd),,,39800000.0,40100000.0,4300000.0,Unknown
FS KKR Capital Corp,1422183,ThreeSixty Group,,,,45900000.0,44000000.0,Unknown
FS KKR Capital Corp,1422183,ThreeSixty Group,,,45800000.0,45700000.0,43800000.0,Unknown
FS KKR Capital Corp,1422183,TIBCO Software Inc,,,15100000.0,13900000.0,14700000.0,Unknown
FS KKR Capital Corp,1422183,Time Manufacturing Co,,,45100000.0,44400000.0,42100000.0,Unknown
FS KKR Capital Corp,1422183,Time Manufacturing Co,,,7100000.0,7100000.0,6700000.0,Unknown
FS KKR Capital Corp,1422183,Time Manufacturing Co,,,,14400000.0,14100000.0,Unknown
FS KKR Capital Corp,1422183,Time Manufacturing Co,,,,15000000.0,14000000.0,Unknown
FS KKR Capital Corp,1422183,Transaction Services Group Ltd,,,,34700000.0,33000000.0,Unknown
FS KKR Capital Corp,1422183,Transaction Services Group Ltd,,,,123700000.0,126200000.0,Unknown
FS KKR Capital Corp,1422183,Trescal SA,,,,10400000.0,10500000.0,Unknown
FS KKR Capital Corp,1422183,Trescal SA,,,,8400000.0,8500000.0,Unknown
FS KKR Capital Corp,1422183,Trescal SA,,,,3100000.0,3100000.0,Unknown
FS KKR Capital Corp,1422183,Ultra Electronics Holdings Ltd,,,,1700000.0,1700000.0,Unknown
FS KKR Capital Corp,1422183,Ultra Electronics Holdings Ltd,,,,1600000.0,1500000.0,Unknown
FS KKR Capital Corp,1422183,Version1 Software Ltd,,,,1100000.0,1200000.0,Unknown
FS KKR Capital Corp,1422183,Version1 Software Ltd,,,,1300000.0,1400000.0,Unknown
FS KKR Capital Corp,1422183,VetCor Professional Practices LLC,,,,67700000.0,68000000.0,Unknown
FS KKR Capital Corp,1422183,VetCor Professional Practices LLC,,,6700000.0,6600000.0,6700000.0,Unknown
FS KKR Capital Corp,1422183,VetCor Professional Practices LLC,,,8400000.0,8400000.0,8500000.0,Unknown
FS KKR Capital Corp,1422183,Vytalogy Wellness LLC (fka Jarrow Formulas Inc),,,5300000.0,5300000.0,5100000.0,Unknown
FS KKR Capital Corp,1422183,Vytalogy Wellness LLC (fka Jarrow Formulas Inc),,,116400000.0,112600000.0,113400000.0,Unknown
FS KKR Capital Corp,1422183,Warren Resources Inc,,,18800000.0,18500000.0,18800000.0,Unknown
FS KKR Capital Corp,1422183,Wealth Enhancement Group LLC,,,5300000.0,5200000.0,5300000.0,Unknown
FS KKR Capital Corp,1422183,Wealth Enhancement Group LLC,,,900000.0,900000.0,900000.0,Unknown
FS KKR Capital Corp,1422183,Wealth Enhancement Group LLC,,,2100000.0,2100000.0,2100000.0,Unknown
FS KKR Capital Corp,1422183,Wittur Holding GmbH,,,,1700000.0,1700000.0,Unknown
FS KKR Capital Corp,1422183,Wittur Holding GmbH,,,19600000.0,21400000.0,21400000.0,Unknown
FS KKR Capital Corp,1422183,Woolpert Inc,,,,152800000.0,157900000.0,Unknown
FS KKR Capital Corp,1422183,Woolpert Inc,,,3700000.0,3700000.0,3700000.0,Unknown
FS KKR Capital Corp,1422183,Worldwise Inc,,,40900000.0,40800000.0,37500000.0,Unknown
FS KKR Capital Corp,1422183,Worldwise Inc,,,5700000.0,5700000.0,5200000.0,Unknown
FS KKR Capital Corp,1422183,Worldwise Inc,,,28000000.0,28000000.0,25700000.0,Unknown
FS KKR Capital Corp,1422183,Worldwise Inc,,,8500000.0,8500000.0,7800000.0,Unknown
FS KKR Capital Corp,1422183,Zendesk Inc,,,59600000.0,59100000.0,59500000.0,Unknown
FS KKR Capital Corp,1422183,Zendesk Inc,,,6000000.0,6000000.0,6000000.0,Unknown
FS KKR Capital Corp,1422183,Zendesk Inc,,,14500000.0,14400000.0,14500000.0,Unknown
FS KKR Capital Corp,1422183,Zendesk Inc,,,,9697200000.0,9336200000.0,Unknown
FS KKR Capital Corp,1422183,Unfunded Loan Commitments,,,,-807100000.0,-807100000.0,Unknown
FS KKR Capital Corp,1422183,Net Senior Secured Loans—First Lien,,,,8890100000.0,8529100000.0,Unknown
FS KKR Capital Corp,1422183,Apex Group Limited,,,55000000.0,54100000.0,53900000.0,Unknown
FS KKR Capital Corp,1422183,Belk Inc,,,31200000.0,4200000.0,,Unknown
FS KKR Capital Corp,1422183,Caldic BV,,,40000000.0,39100000.0,39600000.0,Unknown
FS KKR Capital Corp,1422183,Cubic Corp,,,44800000.0,42400000.0,42800000.0,Unknown
FS KKR Capital Corp,1422183,Ellucian Inc,,,179200000.0,171900000.0,181000000.0,Unknown
FS KKR Capital Corp,1422183,Miami Beach Medical Group LLC,,,5600000.0,3600000.0,,Unknown
FS KKR Capital Corp,1422183,OEConnection LLC,,,76100000.0,75800000.0,75700000.0,Unknown
FS KKR Capital Corp,1422183,Peraton Corp,,,175000000.0,167100000.0,175000000.0,Unknown
FS KKR Capital Corp,1422183,Peraton Corp,,,129800000.0,124800000.0,129500000.0,Unknown
FS KKR Capital Corp,1422183,"Quoizel, LLC",,,6500000.0,6500000.0,6500000.0,Unknown
FS KKR Capital Corp,1422183,"Quoizel, LLC",,,6800000.0,6800000.0,6800000.0,Unknown
FS KKR Capital Corp,1422183,Solera LLC,,,335900000.0,322100000.0,335900000.0,Unknown
FS KKR Capital Corp,1422183,Valeo Foods Group Ltd,,,,4099999.999999999,3500000.0,Unknown
FS KKR Capital Corp,1422183,Valeo Foods Group Ltd,,,2300000.0,3000000.0,2600000.0,Unknown
FS KKR Capital Corp,1422183,Wittur Holding GmbH,,,114500000.0,122500000.0,31000000.0,Unknown
