bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,investment_type,industry_sector,business_description,fair_value_millions,principal_millions,cost_millions,fair_value,principal,cost,has_business_desc,industry_classified
FS KKR Capital Corp,1422183,"Covis Finco Sarl, Revolver",1,False,,,Unknown,,2.1,,2.1,2100000.0,,2100000.0,False,False
FS KKR Capital Corp,1422183,"Curia Global Inc, Revolver",1,False,,,Unknown,,62.0,,62.0,62000000.0,,62000000.0,False,False
FS KKR Capital Corp,1422183,"Curia Global Inc, Revolver",1,False,,,Unknown,,21.3,,21.3,21300000.0,,21300000.0,False,False
FS KKR Capital Corp,1422183,"Discover Financial Services, ABF Equity",1,False,,,Unknown,,21.7,20909405.0,20.9,21700000.0,20909405000000.0,20900000.0,False,False
FS KKR Capital Corp,1422183,"Discover Financial Services, Subordinated Loan",1,False,,,Unknown,,38.8,,38.8,38800000.0,,38800000.0,False,False
FS KKR Capital Corp,1422183,"Discover Financial Services, Subordinated Loan",1,False,,,Unknown,,0.1,,0.1,100000.0,,100000.0,False,False
FS KKR Capital Corp,1422183,"Drive Revel, ABF Equity",1,False,,,Unknown,,9.1,7488885.0,8.1,9100000.0,7488885000000.0,8100000.0,False,False
FS KKR Capital Corp,1422183,"Global Jet Capital LLC, Preferred Stock",1,False,,,Unknown,,175.1,425557318.0,242.9,175100000.0,425557318000000.0,242900000.0,False,False
FS KKR Capital Corp,1422183,"Global Lending Services LLC, ABF Equity",1,False,,,Unknown,,2.5,1222206.0,1.4,2500000.0,1222206000000.0,1400000.0,False,False
FS KKR Capital Corp,1422183,"Global Lending Services LLC, ABF Equity",1,False,,,Unknown,,5.6,5810719.0,5.8,5600000.0,5810719000000.0,5800000.0,False,False
FS KKR Capital Corp,1422183,"Global Lending Services LLC, ABF Equity",1,False,,,Unknown,,57.2,53899361.0,53.9,57200000.0,53899361000000.0,53900000.0,False,False
FS KKR Capital Corp,1422183,"Global Lending Services LLC, ABF Equity",1,False,,,Unknown,,0.1,84797.0,0.1,100000.0,84797000000.0,100000.0,False,False
FS KKR Capital Corp,1422183,"Global Lending Services LLC, Bond",1,False,,,Unknown,,0.3,,0.3,300000.0,,300000.0,False,False
FS KKR Capital Corp,1422183,"GreenSky Holdings LLC, ABF Equity",1,False,,,Unknown,,14.9,10662084.0,10.7,14900000.0,10662084000000.0,10700000.0,False,False
FS KKR Capital Corp,1422183,"GreenSky Holdings LLC, ABF Equity",1,False,,,Unknown,,22.3,20592578.0,20.6,22300000.0,20592578000000.0,20600000.0,False,False
FS KKR Capital Corp,1422183,"GreenSky Holdings LLC, Term Loan",1,False,,,Unknown,,3.0,,3.0,3000000.0,,3000000.0,False,False
FS KKR Capital Corp,1422183,"Kilter Finance, ABF Equity",1,False,,,Unknown,,0.5,536709.0,0.5,500000.0,536709000000.0,500000.0,False,False
FS KKR Capital Corp,1422183,"Kilter Finance, Preferred Stock",1,False,,,Unknown,,85.4,,85.4,85400000.0,,85400000.0,False,False
FS KKR Capital Corp,1422183,"KKR Altitude II Offshore Aggregator LP, Partnership Interest",1,False,,,Unknown,,146.7,137454388.0,137.5,146700000.0,137454388000000.0,137500000.0,False,False
FS KKR Capital Corp,1422183,"KKR Central Park Leasing Aggregator L.P., Partnership Interest",1,False,,,Unknown,,15.8,,39.1,15800000.0,,39100000.0,False,False
FS KKR Capital Corp,1422183,"KKR Chord IP Aggregator LP, Partnership Interest",1,False,,,Unknown,,0.1,35894.0,,100000.0,35894000000.0,,False,False
FS KKR Capital Corp,1422183,"KKR Rocket Loans Aggregator LLC, Partnership Interest",1,False,,,Unknown,,4.3,4899123.0,4.9,4300000.0,4899123000000.0,4900000.0,False,False
FS KKR Capital Corp,1422183,"KKR Zeno Aggregator LP (K2 Aviation), Partnership Interest",1,False,,,Unknown,,7.2,2899042.0,2.6,7200000.0,2899042000000.0,2600000.0,False,False
FS KKR Capital Corp,1422183,"Lennar Corp, ABF Equity",1,False,,,Unknown,,16.4,15896685.0,15.9,16399999.999999998,15896685000000.0,15900000.0,False,False
FS KKR Capital Corp,1422183,"Lennar Corp, Term Loan",1,False,,,Unknown,,13.7,,13.7,13700000.0,,13700000.0,False,False
FS KKR Capital Corp,1422183,"Lennar Corp, Term Loan",1,False,,,Unknown,,1.0,,1.0,1000000.0,,1000000.0,False,False
FS KKR Capital Corp,1422183,"My Community Homes PropCo 2, ABF Equity",1,False,,,Unknown,,15.6,20284091.0,20.3,15600000.0,20284091000000.0,20300000.0,False,False
FS KKR Capital Corp,1422183,"My Community Homes PropCo 2, Term Loan",1,False,,,Unknown,,64.4,,64.4,64400000.00000001,,64400000.00000001,False,False
FS KKR Capital Corp,1422183,NewStar Clarendon 2014-1A Class D,1,False,,,Unknown,,1.9,,0.4,1900000.0,,400000.0,False,False
FS KKR Capital Corp,1422183,"Norway_France, ABF Equity",1,False,,,Unknown,,11.1,10696355.0,11.9,11100000.0,10696355000000.0,11900000.0,False,False
FS KKR Capital Corp,1422183,"Optio Invest, ABF Equity",1,False,,,Unknown,,5.7,3672725.0,4.7,5700000.0,3672725000000.0,4700000.0,False,False
FS KKR Capital Corp,1422183,"PayPal Europe Sarl et Cie SCA, ABF Equity",1,False,,,Unknown,,78.1,70197743.0,76.2,78100000.0,70197743000000.0,76200000.0,False,False
FS KKR Capital Corp,1422183,"Powin Energy Corp/NV, Revolver",1,False,,,Unknown,,12.6,,12.6,12600000.0,,12600000.0,False,False
FS KKR Capital Corp,1422183,"Powin Energy Corp/NV, Revolver",1,False,,,Unknown,,17.4,,17.4,17400000.0,,17400000.0,False,False
FS KKR Capital Corp,1422183,"Powin Energy Corp/NV, Warrants",1,False,,,Unknown,,,210667.0,,,210667000000.0,,False,False
FS KKR Capital Corp,1422183,"Powin Energy Corp/NV, Warrants",1,False,,,Unknown,,,823011.0,,,823011000000.0,,False,False
FS KKR Capital Corp,1422183,"Powin Energy Corp/NV, Warrants",1,False,,,Unknown,,,823011.0,,,823011000000.0,,False,False
FS KKR Capital Corp,1422183,"Powin Energy Corp/NV, Warrants",1,False,,,Unknown,,,210667.0,,,210667000000.0,,False,False
FS KKR Capital Corp,1422183,"Prime ST LLC, ABF Equity",1,False,,,Unknown,,,5612193.0,8.9,,5612193000000.0,8900000.0,False,False
FS KKR Capital Corp,1422183,"Prime ST LLC, Structured Mezzanine",1,False,,,Unknown,,27.6,,61.0,27600000.0,,61000000.0,False,False
FS KKR Capital Corp,1422183,"Residential Opportunities I LLC, ABF Equity",1,False,,,Unknown,,0.1,39.0,,100000.0,39000000.0,,False,False
FS KKR Capital Corp,1422183,"Roemanu LLC (FKA Toorak Capital Partners LLC), ABF Equity",1,False,,,Unknown,,238.9,220778388.0,236.5,238900000.0,220778388000000.0,236500000.0,False,False
FS KKR Capital Corp,1422183,"Saluda Grade Alternative Mortgage Trust 2023-LOC2, Structured Mezzanine",1,False,,,Unknown,,7.5,5199630.0,8.5,7500000.0,5199630000000.0,8500000.0,False,False
FS KKR Capital Corp,1422183,"Star Mountain Diversified Credit Income Fund III, LP, ABF Equity",1,False,,,Unknown,,23.4,23500000.0,23.5,23400000.0,23500000000000.0,23500000.0,False,False
FS KKR Capital Corp,1422183,"SunPower Financial, ABF Equity",1,False,,,Unknown,,4.6,3690938.0,3.7,4600000.0,3690938000000.0,3700000.0,False,False
FS KKR Capital Corp,1422183,"Synovus Financial Corp, ABF Equity",1,False,,,Unknown,,4.6,4253710.0,4.3,4600000.0,4253710000000.0,4300000.0,False,False
FS KKR Capital Corp,1422183,"TalkTalk Telecom Group Ltd, Revolver",1,False,,,Unknown,,42.8,,42.7,42800000.0,,42700000.0,False,False
FS KKR Capital Corp,1422183,"TalkTalk Telecom Group Ltd, Revolver",1,False,,,Unknown,,11.8,,11.8,11800000.0,,11800000.0,False,False
FS KKR Capital Corp,1422183,"TDC LLP, ABF Equity",1,False,,,Unknown,,1.9,1576060.0,2.0,1900000.0,1576060000000.0,2000000.0,False,False
FS KKR Capital Corp,1422183,"TDC LLP, Preferred Equity",1,False,,,Unknown,,36.8,,37.3,36800000.0,,37300000.0,False,False
FS KKR Capital Corp,1422183,"Trinseo Materials Operating SCA / Trinseo Materials Finance Inc, Revolver",1,False,,,Unknown,,58.9,,58.5,58900000.0,,58500000.0,False,False
FS KKR Capital Corp,1422183,"Trinseo Materials Operating SCA / Trinseo Materials Finance Inc, Revolver",1,False,,,Unknown,,58.8,,58.5,58800000.0,,58500000.0,False,False
FS KKR Capital Corp,1422183,"Vehicle Secured Funding Trust, ABF Equity",1,False,,,Unknown,,23.1,21111425.0,21.1,23100000.0,21111425000000.0,21100000.0,False,False
FS KKR Capital Corp,1422183,"Vehicle Secured Funding Trust, Term Loan",1,False,,,Unknown,,63.3,,63.3,63300000.0,,63300000.0,False,False
FS KKR Capital Corp,1422183,"Weber-Stephen Products LLC, Revolver",1,False,,,Unknown,,26.4,,26.2,26400000.0,,26200000.0,False,False
FS KKR Capital Corp,1422183,"Weber-Stephen Products LLC, Revolver",1,False,,,Unknown,,57.5,,57.1,57500000.0,,57100000.0,False,False
FS KKR Capital Corp,1422183,"Weber-Stephen Products LLC, Revolver",1,False,,,Unknown,,2384.0,,2514.2,2384000000.0,,2514200000.0,False,False
FS KKR Capital Corp,1422183,Unfunded Asset Based Finance Commitments,1,False,,,Unknown,,-282.3,,-282.3,-282300000.0,,-282300000.0,False,False
FS KKR Capital Corp,1422183,Net Asset Based Finance,1,False,,,Unknown,,2101.7,,2231.9,2101700000.0,,2231900000.0,False,False
FS KKR Capital Corp,1422183,"Credit Opportunities Partners JV, LLC",1,False,,,Unknown,,1363.3,,1571.7,1363300000.0,,1571700000.0,False,False
FS KKR Capital Corp,1422183,"Credit Opportunities Partners JV, LLC",1,False,,,Unknown,,1363.3,,1571.7,1363300000.0,,1571700000.0,False,False
FS KKR Capital Corp,1422183,Galaxy Universal LLC,1,False,,,Unknown,,18.1,,,18100000.0,,,False,False
FS KKR Capital Corp,1422183,One Call Care Management Inc,1,False,,,Unknown,,4.2,,,4200000.0,,,False,False
FS KKR Capital Corp,1422183,Constellis Holdings LLC,1,False,,,Unknown,,9.0,,,9000000.0,,,False,False
FS KKR Capital Corp,1422183,One Call Care Management Inc,1,False,,,Unknown,,20.6,,,20600000.0,,,False,False
FS KKR Capital Corp,1422183,Asset Based Finance,1,False,,,Unknown,,2.5,,,2500000.0,,,False,False
FS KKR Capital Corp,1422183,"Altavair AirFinance, Private Equity",1,False,,,Unknown,,133.9,,,133900000.0,,,False,False
FS KKR Capital Corp,1422183,"Home Partners JV 2, Structured Mezzanine",1,False,,,Unknown,,11.4,,,11400000.0,,,False,False
FS KKR Capital Corp,1422183,"Home Partners JV 2, ABF Equity",1,False,,,Unknown,,0.2,,,200000.0,,,False,False
FS KKR Capital Corp,1422183,"Home Partners JV 2, ABF Equity",1,False,,,Unknown,,4.2,,,4200000.0,,,False,False
FS KKR Capital Corp,1422183,"Affordable Care Inc, Preferred Stock",1,False,,,Unknown,,50.0,,,50000000.0,,,False,False
FS KKR Capital Corp,1422183,"athenahealth Inc, Preferred Stock",1,False,,,Unknown,,252.6,,,252600000.0,,,False,False
FS KKR Capital Corp,1422183,"Borden (New Dairy Opco), Common Stock",1,False,,,Unknown,,11.2,,,11200000.0,,,False,False
FS KKR Capital Corp,1422183,"Fronton BV, Common Stock",1,False,,,Unknown,,1.8,,,1800000.0,,,False,False
FS KKR Capital Corp,1422183,"Galaxy Universal LLC, Common Stock",1,False,,,Unknown,,0.5,,,500000.0,,,False,False
FS KKR Capital Corp,1422183,"Galaxy Universal LLC, Trade Claim",1,False,,,Unknown,,1.0,,,1000000.0,,,False,False
FS KKR Capital Corp,1422183,"Galaxy Universal LLC, Preferred Stock",1,False,,,Unknown,,5.5,,,5500000.0,,,False,False
FS KKR Capital Corp,1422183,"One Call Care Management Inc, Preferred Stock A",1,False,,,Unknown,,18.5,,,18500000.0,,,False,False
FS KKR Capital Corp,1422183,"One Call Care Management Inc, Common Stock",1,False,,,Unknown,,1.9,,,1900000.0,,,False,False
FS KKR Capital Corp,1422183,"One Call Care Management Inc, Preferred Stock B",1,False,,,Unknown,,7.7,,,7700000.0,,,False,False
FS KKR Capital Corp,1422183,Gracent LLC,1,False,,,Unknown,,24.5,,,24500000.0,,,False,False
FS KKR Capital Corp,1422183,"H.M. Dunn Co., Inc., L+875",1,False,,,Unknown,,35.8,,,35800000.0,,,False,False
FS KKR Capital Corp,1422183,"H.M. Dunn Co., 15%",1,False,,,Unknown,,1.0,,,1000000.0,,,False,False
FS KKR Capital Corp,1422183,NCI Inc,1,False,,,Unknown,,32.2,,,32200000.000000004,,,False,False
FS KKR Capital Corp,1422183,Production Resource Group LLC,1,False,,,Unknown,,168.6,,,168600000.0,,,False,False
FS KKR Capital Corp,1422183,Production Resource Group LLC,1,False,,,Unknown,,0.1,,,100000.0,,,False,False
FS KKR Capital Corp,1422183,Production Resource Group LLC,1,False,,,Unknown,,63.6,,,63600000.0,,,False,False
FS KKR Capital Corp,1422183,Production Resource Group LLC,1,False,,,Unknown,,34.8,,,34800000.0,,,False,False
FS KKR Capital Corp,1422183,Warren Resources Inc,1,False,,,Unknown,,18.8,,,18800000.0,,,False,False
FS KKR Capital Corp,1422183,"Prime St LLC, Structured Mezzanine",1,False,,,Unknown,,33.1,,,33100000.0,,,False,False
FS KKR Capital Corp,1422183,"Roemanu LLC (FKA Toorak Capital Partners LLC), ABF Equity",1,False,,,Unknown,,241.0,,,241000000.0,,,False,False
FS KKR Capital Corp,1422183,"TDC LLP, Preferred Equity",1,False,,,Unknown,,27.8,,,27800000.0,,,False,False
FS KKR Capital Corp,1422183,"TDC LLP, Preferred Equity",1,False,,,Unknown,,2.0,,,2000000.0,,,False,False
FS KKR Capital Corp,1422183,"Credit Opportunities Partners JV, LLC",1,False,,,Unknown,,1396.9,,,1396900000.0,,,False,False
FS KKR Capital Corp,1422183,"ATX Networks Corp, Common Stock",1,False,,,Unknown,,25.9,,,25900000.0,,,False,False
FS KKR Capital Corp,1422183,"ATX Networks Corp, Class B-1 Common Stock",1,False,,,Unknown,,2.5,,,2500000.0,,,False,False
FS KKR Capital Corp,1422183,"ATX Networks Corp, Class B-2 Common Stock",1,False,,,Unknown,,0.8,,,800000.0,,,False,False
FS KKR Capital Corp,1422183,"Gracent LLC, Preferred Equity",1,False,,,Unknown,,3.8,,,3800000.0,,,False,False
FS KKR Capital Corp,1422183,"HM Dunn Co Inc, Preferred Stock, Series A",1,False,,,Unknown,,25.1,,,25100000.0,,,False,False
FS KKR Capital Corp,1422183,"JW Aluminum Co, Common Stock",1,False,,,Unknown,,2.5,,,2500000.0,,,False,False
FS KKR Capital Corp,1422183,"JW Aluminum Co, Preferred Stock",1,False,,,Unknown,,148.7,,,148700000.0,,,False,False
FS KKR Capital Corp,1422183,"NCI Inc, Class C Common Stock",1,False,,,Unknown,,19.7,,,19700000.0,,,False,False
FS KKR Capital Corp,1422183,"Production Resource Group LLC, Preferred Stock, Series A PIK",1,False,,,Unknown,,120.7,,,120700000.0,,,False,False
FS KKR Capital Corp,1422183,"Quoizel, LLC, Common Stock",1,False,,,Unknown,,10.2,,,10200000.0,,,False,False
FS KKR Capital Corp,1422183,"Quorum Health Corp, Trade Claim",1,False,,,Unknown,,0.9,,,900000.0,,,False,False
FS KKR Capital Corp,1422183,3Pillar Global Inc,1,False,,,Unknown,,122.7,124.7,124.0,122700000.0,124700000.0,124000000.0,False,False
FS KKR Capital Corp,1422183,3Pillar Global Inc,1,False,,,Unknown,,6.8,6.9,6.9,6800000.0,6900000.0,6900000.0,False,False
FS KKR Capital Corp,1422183,48Forty Solutions LLC,1,False,,,Unknown,,171.6,180.9,179.7,171600000.0,180900000.0,179700000.0,False,False
FS KKR Capital Corp,1422183,48Forty Solutions LLC,1,False,,,Unknown,,6.0,6.4,6.4,6000000.0,6400000.0,6400000.0,False,False
FS KKR Capital Corp,1422183,48Forty Solutions LLC,1,False,,,Unknown,,4.0,4.2,4.2,4000000.0,4200000.0,4200000.0,False,False
FS KKR Capital Corp,1422183,5 Arch Income Fund 2 LLC,1,False,,,Unknown,,19.5,84.2,61.7,19500000.0,84200000.0,61700000.0,False,False
FS KKR Capital Corp,1422183,Aareon AG,1,False,,,Unknown,,38.7,,38.2,38700000.0,,38200000.0,False,False
FS KKR Capital Corp,1422183,Accuride Corp,1,False,,,Unknown,,6.2,,7.5,6200000.0,,7500000.0,False,False
FS KKR Capital Corp,1422183,Advanced Dermatology & Cosmetic Surgery,1,False,,,Unknown,,37.5,38.1,36.7,37500000.0,38100000.0,36700000.0,False,False
FS KKR Capital Corp,1422183,Advanced Dermatology & Cosmetic Surgery,1,False,,,Unknown,,7.7,7.8,7.8,7700000.0,7800000.0,7800000.0,False,False
FS KKR Capital Corp,1422183,Advanced Dermatology & Cosmetic Surgery,1,False,,,Unknown,,3.5,3.6,3.6,3500000.0,3600000.0,3600000.0,False,False
FS KKR Capital Corp,1422183,Advania Sverige AB,1,False,,,Unknown,,91.4,,106.7,91400000.0,,106700000.0,False,False
FS KKR Capital Corp,1422183,Advania Sverige AB,1,False,,,Unknown,,9.8,,10.2,9800000.0,,10200000.0,False,False
FS KKR Capital Corp,1422183,Affordable Care Inc,1,False,,,Unknown,,1.9,,1.9,1900000.0,,1900000.0,False,False
FS KKR Capital Corp,1422183,Affordable Care Inc,1,False,,,Unknown,,13.5,13.7,13.6,13500000.0,13700000.0,13600000.0,False,False
FS KKR Capital Corp,1422183,Affordable Care Inc,1,False,,,Unknown,,27.7,28.0,28.0,27700000.0,28000000.0,28000000.0,False,False
FS KKR Capital Corp,1422183,Affordable Care Inc,1,False,,,Unknown,,10.8,10.9,10.9,10800000.0,10900000.0,10900000.0,False,False
FS KKR Capital Corp,1422183,Affordable Care Inc,1,False,,,Unknown,,15.2,15.3,15.3,15200000.0,15300000.0,15300000.0,False,False
FS KKR Capital Corp,1422183,Alacrity Solutions Group LLC,1,False,,,Unknown,,4.6,4.6,4.5,4600000.0,4600000.0,4500000.0,False,False
FS KKR Capital Corp,1422183,Alacrity Solutions Group LLC,1,False,,,Unknown,,11.8,11.9,11.8,11800000.0,11900000.0,11800000.0,False,False
FS KKR Capital Corp,1422183,Alacrity Solutions Group LLC,1,False,,,Unknown,,6.1,6.1,6.1,6100000.0,6100000.0,6100000.0,False,False
FS KKR Capital Corp,1422183,Alera Group Intermediate Holdings Inc,1,False,,,Unknown,,31.4,31.4,31.3,31400000.0,31400000.0,31300000.0,False,False
FS KKR Capital Corp,1422183,Alera Group Intermediate Holdings Inc,1,False,,,Unknown,,7.5,7.6,7.6,7500000.0,7600000.0,7600000.0,False,False
FS KKR Capital Corp,1422183,American Vision Partners,1,False,,,Unknown,,4.2,4.4,4.4,4200000.0,4400000.0,4400000.0,False,False
FS KKR Capital Corp,1422183,American Vision Partners,1,False,,,Unknown,,88.0,91.4,91.0,88000000.0,91400000.0,91000000.0,False,False
FS KKR Capital Corp,1422183,American Vision Partners,1,False,,,Unknown,,3.3,3.4,3.4,3300000.0,3400000.0,3400000.0,False,False
FS KKR Capital Corp,1422183,Amerivet Partners Management Inc,1,False,,,Unknown,,67.8,68.3,68.0,67800000.0,68300000.0,68000000.0,False,False
FS KKR Capital Corp,1422183,Amerivet Partners Management Inc,1,False,,,Unknown,,8.3,8.4,8.4,8300000.000000001,8400000.0,8400000.0,False,False
FS KKR Capital Corp,1422183,Apex Group Limited,1,False,,,Unknown,,2.5,2.5,2.4,2500000.0,2500000.0,2400000.0,False,False
FS KKR Capital Corp,1422183,Apex Group Limited,1,False,,,Unknown,,2.2,,2.3,2200000.0,,2300000.0,False,False
FS KKR Capital Corp,1422183,Apex Service Partners LLC,1,False,,,Unknown,,0.4,,0.4,400000.0,,400000.0,False,False
FS KKR Capital Corp,1422183,Apex Service Partners LLC,1,False,,,Unknown,,79.7,80.7,79.8,79700000.0,80700000.0,79800000.0,False,False
FS KKR Capital Corp,1422183,Apex Service Partners LLC,1,False,,,Unknown,,11.8,12.0,12.0,11800000.0,12000000.0,12000000.0,False,False
FS KKR Capital Corp,1422183,Arcfield Acquisition Corp,1,False,,,Unknown,,85.0,85.0,84.6,85000000.0,85000000.0,84600000.0,False,False
FS KKR Capital Corp,1422183,Arcfield Acquisition Corp,1,False,,,Unknown,,10.6,10.6,10.6,10600000.0,10600000.0,10600000.0,False,False
FS KKR Capital Corp,1422183,Arcos LLC/VA,1,False,,,Unknown,,11.2,12.5,12.3,11200000.0,12500000.0,12300000.0,False,False
FS KKR Capital Corp,1422183,Arcos LLC/VA,1,False,,,Unknown,,4.0,4.5,4.5,4000000.0,4500000.0,4500000.0,False,False
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,1,False,,,Unknown,,1.0,,1.0,1000000.0,,1000000.0,False,False
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,1,False,,,Unknown,,20.9,,19.3,20900000.0,,19300000.0,False,False
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,1,False,,,Unknown,,9.8,,9.4,9800000.0,,9400000.0,False,False
FS KKR Capital Corp,1422183,Ardonagh Group Ltd,1,False,,,Unknown,,9.8,9.9,9.9,9800000.0,9900000.0,9900000.0,False,False
FS KKR Capital Corp,1422183,ATX Networks Corp,1,False,,,Unknown,,65.1,65.1,65.1,65099999.99999999,65099999.99999999,65099999.99999999,False,False
FS KKR Capital Corp,1422183,ATX Networks Corp,1,False,,,Unknown,,63.0,63.0,63.0,63000000.0,63000000.0,63000000.0,False,False
FS KKR Capital Corp,1422183,Barbri Inc,1,False,,,Unknown,,126.9,130.5,127.0,126900000.0,130500000.0,127000000.0,False,False
FS KKR Capital Corp,1422183,BDO USA PA,1,False,,,Unknown,,28.1,28.4,27.8,28100000.0,28400000.0,27800000.0,False,False
FS KKR Capital Corp,1422183,Belk Inc,1,False,,,Unknown,,20.0,21.9,21.8,20000000.0,21900000.0,21800000.0,False,False
FS KKR Capital Corp,1422183,Belk Inc,1,False,,,Unknown,,13.2,70.9,35.6,13200000.0,70900000.0,35600000.0,False,False
FS KKR Capital Corp,1422183,BGB Group LLC,1,False,,,Unknown,,107.5,110.0,109.2,107500000.0,110000000.0,109200000.0,False,False
FS KKR Capital Corp,1422183,BGB Group LLC,1,False,,,Unknown,,19.5,19.9,19.9,19500000.0,19900000.0,19900000.0,False,False
FS KKR Capital Corp,1422183,Bloom Fresh International Limited,1,False,,,Unknown,,8.0,,7.9,8000000.0,,7900000.0,False,False
FS KKR Capital Corp,1422183,Bowery Farming Inc,1,False,,,Unknown,,35.4,,61.7,35400000.0,,61700000.0,False,False
FS KKR Capital Corp,1422183,Caldic BV,1,False,,,Unknown,,1.4,1.4,1.4,1400000.0,1400000.0,1400000.0,False,False
FS KKR Capital Corp,1422183,Caldic BV,1,False,,,Unknown,,0.9,,0.9,900000.0,,900000.0,False,False
FS KKR Capital Corp,1422183,Careismatic Brands Inc,1,False,,,Unknown,,11.5,,11.5,11500000.0,,11500000.0,False,False
FS KKR Capital Corp,1422183,Careismatic Brands Inc,1,False,,,Unknown,,18.5,18.5,18.5,18500000.0,18500000.0,18500000.0,False,False
FS KKR Capital Corp,1422183,CFC Underwriting Ltd,1,False,,,Unknown,,5.8,,5.7,5800000.0,,5700000.0,False,False
FS KKR Capital Corp,1422183,Circana Group (f.k.a. NPD Group),1,False,,,Unknown,,0.2,,0.2,200000.0,,200000.0,False,False
FS KKR Capital Corp,1422183,Circana Group (f.k.a. NPD Group),1,False,,,Unknown,,19.7,19.5,19.5,19700000.0,19500000.0,19500000.0,False,False
FS KKR Capital Corp,1422183,Circana Group (f.k.a. NPD Group),1,False,,,Unknown,,0.8,0.8,0.8,800000.0,800000.0,800000.0,False,False
FS KKR Capital Corp,1422183,Civica Group Ltd,1,False,,,Unknown,,22.1,,21.8,22100000.0,,21800000.0,False,False
FS KKR Capital Corp,1422183,Civica Group Ltd,1,False,,,Unknown,,0.7,,0.6,700000.0,,600000.0,False,False
FS KKR Capital Corp,1422183,Clarience Technologies LLC,1,False,,,Unknown,,225.5,,221.1,225500000.0,,221100000.0,False,False
FS KKR Capital Corp,1422183,Clarience Technologies LLC,1,False,,,Unknown,,25.4,25.4,25.4,25400000.0,25400000.0,25400000.0,False,False
FS KKR Capital Corp,1422183,Community Brands Inc,1,False,,,Unknown,,31.9,32.4,31.9,31900000.0,32400000.0,31900000.0,False,False
FS KKR Capital Corp,1422183,Community Brands Inc,1,False,,,Unknown,,3.8,3.9,3.8,3800000.0,3900000.0,3800000.0,False,False
FS KKR Capital Corp,1422183,Community Brands Inc,1,False,,,Unknown,,1.9,1.9,1.9,1900000.0,1900000.0,1900000.0,False,False
FS KKR Capital Corp,1422183,Constellis Holdings LLC,1,False,,,Unknown,,15.1,15.1,14.6,15100000.0,15100000.0,14600000.0,False,False
FS KKR Capital Corp,1422183,Corsearch Intermediate Inc,1,False,,,Unknown,,29.9,30.1,28.7,29900000.0,30100000.0,28700000.0,False,False
FS KKR Capital Corp,1422183,CSafe Global,1,False,,,Unknown,,6.9,7.0,7.0,6900000.0,7000000.0,7000000.0,False,False
FS KKR Capital Corp,1422183,CSafe Global,1,False,,,Unknown,,184.2,184.9,180.5,184200000.0,184900000.0,180500000.0,False,False
FS KKR Capital Corp,1422183,CSafe Global,1,False,,,Unknown,,34.1,,35.6,34100000.0,,35600000.0,False,False
FS KKR Capital Corp,1422183,CSafe Global,1,False,,,Unknown,,11.6,11.7,11.7,11600000.0,11700000.0,11700000.0,False,False
FS KKR Capital Corp,1422183,CSafe Global,1,False,,,Unknown,,27.8,27.9,27.9,27800000.0,27900000.0,27900000.0,False,False
FS KKR Capital Corp,1422183,Dental Care Alliance Inc,1,False,,,Unknown,,97.7,98.7,96.2,97700000.0,98700000.0,96200000.0,False,False
FS KKR Capital Corp,1422183,Dental Care Alliance Inc,1,False,,,Unknown,,12.0,12.1,12.1,12000000.0,12100000.0,12100000.0,False,False
FS KKR Capital Corp,1422183,DOC Generici Srl,1,False,,,Unknown,,25.3,,22.6,25300000.0,,22600000.0,False,False
FS KKR Capital Corp,1422183,DOC Generici Srl,1,False,,,Unknown,,2.4,2.4,2.3,2400000.0,2400000.0,2300000.0,False,False
FS KKR Capital Corp,1422183,DOXA Insurance Holdings LLC,1,False,,,Unknown,,15.2,,15.2,15200000.0,,15200000.0,False,False
FS KKR Capital Corp,1422183,DOXA Insurance Holdings LLC,1,False,,,Unknown,,3.3,3.3,3.3,3300000.0,3300000.0,3300000.0,False,False
FS KKR Capital Corp,1422183,DOXA Insurance Holdings LLC,1,False,,,Unknown,,14.4,14.6,14.6,14400000.0,14600000.0,14600000.0,False,False
FS KKR Capital Corp,1422183,Element Materials Technology Group US Holdings Inc,1,False,,,Unknown,,1.4,1.4,1.4,1400000.0,1400000.0,1400000.0,False,False
FS KKR Capital Corp,1422183,Element Materials Technology Group US Holdings Inc,1,False,,,Unknown,,0.4,,0.4,400000.0,,400000.0,False,False
FS KKR Capital Corp,1422183,Encora Digital LLC,1,False,,,Unknown,,19.6,,19.3,19600000.0,,19300000.0,False,False
FS KKR Capital Corp,1422183,Encora Digital LLC,1,False,,,Unknown,,65.1,65.1,64.2,65099999.99999999,65099999.99999999,64200000.0,False,False
FS KKR Capital Corp,1422183,Envirotainer Ltd,1,False,,,Unknown,,2.7,,2.7,2700000.0,,2700000.0,False,False
FS KKR Capital Corp,1422183,Excelitas Technologies Corp,1,False,,,Unknown,,1.4,,1.5,1400000.0,,1500000.0,False,False
FS KKR Capital Corp,1422183,Excelitas Technologies Corp,1,False,,,Unknown,,2.3,2.3,2.3,2300000.0,2300000.0,2300000.0,False,False
FS KKR Capital Corp,1422183,Excelitas Technologies Corp,1,False,,,Unknown,,0.9,0.9,0.9,900000.0,900000.0,900000.0,False,False
