bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,industry_sector,business_description,position_count,investment_type,fair_value_millions,principal_millions,cost_millions,total_exposure_across_bdcs,fair_value,principal,cost,has_business_desc,industry_classified
FS KKR Capital Corp,1422183,"KKR Zeno Aggregator LP (K2 Aviation), Partnership Interest",1,False,,Unknown,,2,,19.0,14875459.0,13.9,19.0,19000000.0,14875459000000.0,13900000.0,False,False
FS KKR Capital Corp,1422183,Karman Space Inc,1,False,,Unknown,,5,,192.9,192.9,189.6,192.9,192900000.0,192900000.0,189600000.0,False,False
FS KKR Capital Corp,1422183,Kellermeyer Bergensons Services LLC,1,False,,Unknown,,5,,595.8,663.0,649.4,595.8,595800000.0,663000000.0,649400000.0,False,False
FS KKR Capital Corp,1422183,"Kilter Finance, ABF Equity",1,False,,Unknown,,1,,0.5,536709.0,0.5,0.5,500000.0,536709000000.0,500000.0,False,False
FS KKR Capital Corp,1422183,"Kilter Finance, Preferred Stock",1,False,,Unknown,,2,,185.1,99700000.0,184.3,185.1,185100000.0,99700000000000.0,184300000.0,False,False
FS KKR Capital Corp,1422183,"Kilter Finance, Private Equity",1,False,,Unknown,,1,,0.5,536709.0,0.5,0.5,500000.0,536709000000.0,500000.0,False,False
FS KKR Capital Corp,1422183,Laboratoires Vivacy SAS,1,False,,Unknown,,4,,9.6,1.1,9.4,9.6,9600000.0,1100000.0,9400000.0,False,False
FS KKR Capital Corp,1422183,Lakefield Veterinary Group,1,False,,Unknown,,2,,115.3,80.4,117.5,115.3,115300000.0,80400000.0,117500000.0,False,False
FS KKR Capital Corp,1422183,Lakeview Farms Inc,1,False,,Unknown,,5,,144.3,77.4,142.1,144.3,144300000.0,77400000.0,142100000.0,False,False
FS KKR Capital Corp,1422183,Lazer Logistics Inc,1,False,,Unknown,,7,,64.0,63.7,63.4,64.0,64000000.0,63700000.0,63400000.0,False,False
FS KKR Capital Corp,1422183,Legends Hospitality LLC,1,False,,Unknown,,4,,138.4,138.7,137.6,138.4,138400000.0,138700000.0,137600000.0,False,False
FS KKR Capital Corp,1422183,"Lennar Corp, ABF Equity",1,False,,Unknown,,1,,16.4,15896685.0,15.9,16.4,16399999.999999998,15896685000000.0,15900000.0,False,False
FS KKR Capital Corp,1422183,"Lennar Corp, Term Loan",1,False,,Unknown,,2,,14.7,0.0,14.7,14.7,14700000.0,0.0,14700000.0,False,False
FS KKR Capital Corp,1422183,Lexitas Inc,1,False,,Unknown,,7,,282.6,279.4,274.6,282.6,282600000.0,279400000.0,274600000.0,False,False
FS KKR Capital Corp,1422183,Lionbridge Technologies Inc,1,False,,Unknown,,2,,205.8,205.8,202.3,205.8,205800000.0,205800000.0,202300000.0,False,False
FS KKR Capital Corp,1422183,Lipari Foods LLC,1,False,,Unknown,,2,,113.1,114.3,113.4,113.1,113100000.0,114300000.0,113400000.0,False,False
FS KKR Capital Corp,1422183,Lloyd's Register Quality Assurance Ltd,1,False,,Unknown,,5,,51.7,15.1,52.7,51.7,51700000.0,15100000.0,52700000.0,False,False
FS KKR Capital Corp,1422183,MAI Capital Management LLC,1,False,,Unknown,,4,,9.2,9.2,9.2,9.2,9200000.0,9200000.0,9200000.0,False,False
FS KKR Capital Corp,1422183,MB2 Dental Solutions LLC,1,False,,Unknown,,4,,410.6,409.0,402.6,410.6,410600000.0,409000000.0,402600000.0,False,False
FS KKR Capital Corp,1422183,Magna Legal Services LLC,1,False,,Unknown,,9,,78.0,55.0,77.4,78.0,78000000.0,55000000.0,77400000.0,False,False
FS KKR Capital Corp,1422183,Med-Metrix,1,False,,Unknown,,5,,216.4,214.8,214.2,216.4,216400000.0,214800000.0,214200000.0,False,False
FS KKR Capital Corp,1422183,Medallia Inc,1,False,,Unknown,,2,,437.0,443.0,439.7,437.0,437000000.0,443000000.0,439700000.0,False,False
FS KKR Capital Corp,1422183,Mercer Advisors Inc,1,False,,Unknown,,1,,25.9,25.8,25.8,25.9,25900000.0,25800000.0,25800000.0,False,False
FS KKR Capital Corp,1422183,Miami Beach Medical Group LLC,1,False,,Unknown,,3,,80.3,139.2,127.6,80.3,80300000.0,139200000.0,127600000.0,False,False
FS KKR Capital Corp,1422183,Misys Ltd,1,False,,Unknown,,4,,3.1,3.1,3.1,3.1,3100000.0,3100000.0,3100000.0,False,False
FS KKR Capital Corp,1422183,Model N Inc,1,False,,Unknown,,3,,39.1,39.1,38.9,39.1,39100000.0,39100000.0,38900000.0,False,False
FS KKR Capital Corp,1422183,Motion Recruitment Partners LLC,1,False,,Unknown,,1,,111.3,114.5,112.1,111.3,111300000.0,114500000.0,112100000.0,False,False
FS KKR Capital Corp,1422183,"My Community Homes PropCo 2, ABF Equity",1,False,,Unknown,,1,,15.6,20284091.0,20.3,15.6,15600000.0,20284091000000.0,20300000.0,False,False
FS KKR Capital Corp,1422183,"My Community Homes PropCo 2, Private Equity",1,False,,Unknown,,1,,78.8,81136364.0,81.1,78.8,78800000.0,81136364000000.0,81100000.0,False,False
FS KKR Capital Corp,1422183,"My Community Homes PropCo 2, Term Loan",1,False,,Unknown,,1,,64.4,0.0,64.4,64.4,64400000.00000001,0.0,64400000.00000001,False,False
FS KKR Capital Corp,1422183,NBG Home,1,False,,Unknown,,5,,35.4,129.9,120.3,35.4,35400000.0,129900000.0,120300000.0,False,False
FS KKR Capital Corp,1422183,NCI Inc,1,False,,Unknown,,4,,124.6,64.3,64.7,124.6,124600000.0,64300000.0,64700000.0,False,False
FS KKR Capital Corp,1422183,"NCI Inc, Class C Common Stock",1,False,,Unknown,,1,,19.7,0.0,0.0,19.7,19700000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Net Asset Based Finance,1,False,,Unknown,,2,,4179.0,0.0,4469.0,4179.0,4179000000.0,0.0,4469000000.0,False,False
FS KKR Capital Corp,1422183,Net Documents,1,False,,Unknown,,6,,73.7,73.3,73.0,73.7,73700000.0,73300000.0,73000000.0,False,False
FS KKR Capital Corp,1422183,Net Senior Secured Loans—First Lien,1,False,,Unknown,,1,,8529.1,0.0,8890.1,8529.1,8529100000.0,0.0,8890100000.0,False,False
FS KKR Capital Corp,1422183,Net Senior Secured Loans—Second Lien,1,False,,Unknown,,1,,1089.8,0.0,1158.1,1089.8,1089800000.0,0.0,1158100000.0,False,False
FS KKR Capital Corp,1422183,Netsmart Technologies Inc,1,False,,Unknown,,3,,59.3,59.3,59.1,59.3,59300000.0,59300000.0,59100000.0,False,False
FS KKR Capital Corp,1422183,New Era Technology Inc,1,False,,Unknown,,4,,58.5,59.5,58.3,58.5,58500000.0,59500000.0,58300000.0,False,False
FS KKR Capital Corp,1422183,NewStar Clarendon 2014-1A Class D,1,False,,Unknown,,2,,4.1,0.0,2.8,4.1,4100000.0,0.0,2800000.0,False,False
FS KKR Capital Corp,1422183,Nordic Climate Group Holding AB,1,False,,Unknown,,3,,79.5,0.0,82.0,79.5,79500000.0,0.0,82000000.0,False,False
FS KKR Capital Corp,1422183,"Norway_France, ABF Equity",1,False,,Unknown,,1,,11.1,10696355.0,11.9,11.1,11100000.0,10696355000000.0,11900000.0,False,False
FS KKR Capital Corp,1422183,NovaTaste Austria GmbH,1,False,,Unknown,,4,,14.0,5.7,14.0,14.0,14000000.0,5700000.0,14000000.0,False,False
FS KKR Capital Corp,1422183,Novotech Pty Ltd,1,False,,Unknown,,1,,5.6,0.0,5.6,5.6,5600000.0,0.0,5600000.0,False,False
FS KKR Capital Corp,1422183,OEConnection LLC,1,False,,Unknown,,5,,107.3,99.1,107.8,107.3,107300000.0,99100000.0,107800000.0,False,False
FS KKR Capital Corp,1422183,Omnimax International Inc,1,False,,Unknown,,1,,120.3,121.2,117.3,120.3,120300000.0,121200000.0,117300000.0,False,False
FS KKR Capital Corp,1422183,One Call Care Management Inc,1,False,,Unknown,,5,,54.3,37.5,35.7,54.3,54300000.0,37500000.0,35700000.0,False,False
FS KKR Capital Corp,1422183,"One Call Care Management Inc, Common Stock",1,False,,Unknown,,1,,1.9,0.0,0.0,1.9,1900000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"One Call Care Management Inc, Preferred Stock A",1,False,,Unknown,,1,,18.5,0.0,0.0,18.5,18500000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"One Call Care Management Inc, Preferred Stock B",1,False,,Unknown,,1,,7.7,0.0,0.0,7.7,7700000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Opendoor Labs Inc, Structured Mezzanine",1,False,,Unknown,,1,,40.9,0.0,42.6,40.9,40900000.0,0.0,42600000.0,False,False
FS KKR Capital Corp,1422183,"Optio Invest, ABF Equity",1,False,,Unknown,,1,,5.7,3672725.0,4.7,5.7,5700000.0,3672725000000.0,4700000.0,False,False
FS KKR Capital Corp,1422183,"Optio Invest, Private Equity",1,False,,Unknown,,1,,1.0,810922.0,1.0,1.0,1000000.0,810922000000.0,1000000.0,False,False
FS KKR Capital Corp,1422183,Oxford Global Resources LLC,1,False,,Unknown,,5,,211.5,210.4,209.3,211.5,211500000.0,210400000.0,209300000.0,False,False
FS KKR Capital Corp,1422183,PSC Group,1,False,,Unknown,,4,,21.7,21.6,21.5,21.7,21700000.0,21600000.0,21500000.0,False,False
FS KKR Capital Corp,1422183,PSKW LLC (dba ConnectiveRx),1,False,,Unknown,,2,,345.1,345.1,340.2,345.1,345100000.0,345100000.0,340200000.0,False,False
FS KKR Capital Corp,1422183,Parts Town LLC,1,False,,Unknown,,1,,74.3,74.5,74.0,74.3,74300000.0,74500000.0,74000000.0,False,False
FS KKR Capital Corp,1422183,PartsSource Inc,1,False,,Unknown,,7,,169.5,170.3,168.9,169.5,169500000.0,170300000.0,168900000.0,False,False
FS KKR Capital Corp,1422183,"PayPal Europe Sarl et Cie SCA, ABF Equity",1,False,,Unknown,,1,,78.1,70197743.0,76.2,78.1,78100000.0,70197743000000.0,76200000.0,False,False
FS KKR Capital Corp,1422183,"PayPal Europe Sarl et Cie SCA, Private Equity",1,False,,Unknown,,1,,59.6,55605051.0,59.8,59.6,59600000.0,55605051000000.0,59800000.0,False,False
FS KKR Capital Corp,1422183,Peraton Corp,1,False,,Unknown,,2,,304.5,304.8,291.9,304.5,304500000.0,304800000.0,291900000.0,False,False
FS KKR Capital Corp,1422183,Performance Health Holdings Inc,1,False,,Unknown,,2,,186.1,186.4,185.1,186.1,186100000.0,186400000.0,185100000.0,False,False
FS KKR Capital Corp,1422183,"Powin Energy Corp/NV, Revolver",1,False,,Unknown,,2,,30.0,0.0,30.0,30.0,30000000.0,0.0,30000000.0,False,False
FS KKR Capital Corp,1422183,"Powin Energy Corp/NV, Warrants",1,False,,Unknown,,4,,0.0,2067356.0,0.0,0.0,0.0,2067356000000.0,0.0,False,False
FS KKR Capital Corp,1422183,"Prime ST LLC, ABF Equity",1,False,,Unknown,,1,,0.0,5612193.0,8.9,0.0,0.0,5612193000000.0,8900000.0,False,False
FS KKR Capital Corp,1422183,"Prime ST LLC, Private Equity",1,False,,Unknown,,1,,0.0,5612193.0,7.3,0.0,0.0,5612193000000.0,7300000.0,False,False
FS KKR Capital Corp,1422183,"Prime ST LLC, Structured Mezzanine",1,False,,Unknown,,2,,60.7,0.0,118.2,60.7,60700000.0,0.0,118200000.0,False,False
FS KKR Capital Corp,1422183,"Prime St LLC, Structured Mezzanine",1,False,,Unknown,,1,,33.1,0.0,0.0,33.1,33100000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Production Resource Group LLC,1,False,,Unknown,,15,,1194.7,659.2,655.3,1194.7,1194700000.0,659200000.0,655300000.0,False,False
FS KKR Capital Corp,1422183,"Production Resource Group LLC, Preferred Stock, Series A PIK",1,False,,Unknown,,1,,120.7,0.0,0.0,120.7,120700000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Proserv Acquisition LLC, Class A Common Units",1,False,,Unknown,,1,,1.1,0.0,0.0,1.1,1100000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Proserv Acquisition LLC, Class A Preferred Units",1,False,,Unknown,,1,,9.5,0.0,0.0,9.5,9500000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,Pure Fishing Inc,1,False,,Unknown,,1,,30.0,33.4,33.0,30.0,30000000.0,33400000.0,33000000.0,False,False
FS KKR Capital Corp,1422183,"Quoizel, LLC",1,False,,Unknown,,2,,13.3,13.3,13.3,13.3,13300000.0,13300000.0,13300000.0,False,False
FS KKR Capital Corp,1422183,"Quoizel, LLC, Common Stock",1,False,,Unknown,,1,,10.2,0.0,0.0,10.2,10200000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,"Quorum Health Corp, Trade Claim",1,False,,Unknown,,1,,0.9,0.0,0.0,0.9,900000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,RSC Insurance Brokerage Inc,1,False,,Unknown,,5,,408.4,407.4,399.6,408.4,408400000.0,407400000.0,399600000.0,False,False
FS KKR Capital Corp,1422183,Radwell International LLC,1,False,,Unknown,,4,,135.2,135.2,135.2,135.2,135200000.0,135200000.0,135200000.0,False,False
FS KKR Capital Corp,1422183,Radwell International LLC/PA,1,False,,Unknown,,4,,75.6,74.3,74.3,75.6,75600000.0,74300000.0,74300000.0,False,False
FS KKR Capital Corp,1422183,Reliant Rehab Hospital Cincinnati LLC,1,False,,Unknown,,5,,101.6,184.6,172.7,101.6,101600000.0,184600000.0,172700000.0,False,False
FS KKR Capital Corp,1422183,"Residential Opportunities I LLC, ABF Equity",1,False,,Unknown,,1,,0.1,39.0,0.0,0.1,100000.0,39000000.0,0.0,False,False
FS KKR Capital Corp,1422183,Revere Superior Holdings Inc,1,False,,Unknown,,4,,82.2,82.3,81.3,82.2,82200000.0,82300000.0,81300000.0,False,False
FS KKR Capital Corp,1422183,Rialto Capital Management LLC,1,False,,Unknown,,2,,14.7,14.8,14.7,14.7,14700000.0,14800000.0,14700000.0,False,False
FS KKR Capital Corp,1422183,Rise Baking Company,1,False,,Unknown,,2,,33.6,33.6,33.0,33.6,33600000.0,33600000.0,33000000.0,False,False
FS KKR Capital Corp,1422183,Rockefeller Capital Management LP,1,False,,Unknown,,2,,30.9,30.7,30.5,30.9,30900000.0,30700000.0,30500000.0,False,False
FS KKR Capital Corp,1422183,"Roemanu LLC (FKA Toorak Capital Partners LLC), ABF Equity",1,False,,Unknown,,2,,479.9,220778388.0,236.5,479.9,479900000.0,220778388000000.0,236500000.0,False,False
FS KKR Capital Corp,1422183,"Roemanu LLC (FKA Toorak Capital Partners LLC), Private Equity",1,False,,Unknown,,1,,241.0,220778388.0,236.5,241.0,241000000.0,220778388000000.0,236500000.0,False,False
FS KKR Capital Corp,1422183,SAMBA Safety Inc,1,False,,Unknown,,6,,15.8,15.8,15.8,15.8,15800000.0,15800000.0,15800000.0,False,False
FS KKR Capital Corp,1422183,STV Group Inc,1,False,,Unknown,,4,,30.2,30.1,30.0,30.2,30200000.0,30100000.0,30000000.0,False,False
FS KKR Capital Corp,1422183,Safe-Guard Products International LLC,1,False,,Unknown,,3,,51.4,51.1,50.8,51.4,51400000.0,51100000.0,50800000.0,False,False
FS KKR Capital Corp,1422183,"Saluda Grade Alternative Mortgage Trust 2022-BC2, Structured Mezzanine",1,False,,Unknown,,1,,2.7,0.0,2.4,2.7,2700000.0,0.0,2400000.0,False,False
FS KKR Capital Corp,1422183,"Saluda Grade Alternative Mortgage Trust 2023-LOC2, Structured Mezzanine",1,False,,Unknown,,1,,7.5,5199630.0,8.5,7.5,7500000.0,5199630000000.0,8500000.0,False,False
FS KKR Capital Corp,1422183,SavATree LLC,1,False,,Unknown,,3,,15.6,15.8,15.7,15.6,15600000.0,15800000.0,15700000.0,False,False
FS KKR Capital Corp,1422183,Sequel Youth & Family Services LLC,1,False,,Unknown,,1,,0.3,57.2,8.9,0.3,300000.0,57200000.0,8900000.0,False,False
FS KKR Capital Corp,1422183,Service Express Inc,1,False,,Unknown,,3,,35.4,35.5,35.4,35.4,35400000.0,35500000.0,35400000.0,False,False
FS KKR Capital Corp,1422183,Shaw Development LLC,1,False,,Unknown,,3,,59.8,60.7,60.2,59.8,59800000.0,60700000.0,60200000.0,False,False
FS KKR Capital Corp,1422183,SitusAMC Holdings Corp,1,False,,Unknown,,2,,44.3,44.1,43.9,44.3,44300000.0,44100000.0,43900000.0,False,False
FS KKR Capital Corp,1422183,Solera LLC,1,False,,Unknown,,1,,335.9,335.9,322.1,335.9,335900000.0,335900000.0,322100000.0,False,False
FS KKR Capital Corp,1422183,Solina France SASU,1,False,,Unknown,,1,,19.7,19.5,19.0,19.7,19700000.0,19500000.0,19000000.0,False,False
FS KKR Capital Corp,1422183,Sorenson Communications LLC,1,False,,Unknown,,1,,29.5,29.6,28.4,29.5,29500000.0,29600000.0,28400000.0,False,False
FS KKR Capital Corp,1422183,Source Code LLC,1,False,,Unknown,,3,,109.1,109.1,107.9,109.1,109100000.0,109100000.0,107900000.0,False,False
FS KKR Capital Corp,1422183,Spins LLC,1,False,,Unknown,,6,,163.0,163.0,159.9,163.0,163000000.0,163000000.0,159900000.0,False,False
FS KKR Capital Corp,1422183,Spotless Brands LLC,1,False,,Unknown,,5,,98.3,97.8,96.8,98.3,98300000.0,97800000.0,96800000.0,False,False
FS KKR Capital Corp,1422183,"Star Mountain Diversified Credit Income Fund III, LP, ABF Equity",1,False,,Unknown,,1,,23.4,23500000.0,23.5,23.4,23400000.0,23500000000000.0,23500000.0,False,False
FS KKR Capital Corp,1422183,"Star Mountain Diversified Credit Income Fund III, LP, Private Equity",1,False,,Unknown,,1,,24.4,23500000.0,23.5,24.4,24400000.0,23500000000000.0,23500000.0,False,False
FS KKR Capital Corp,1422183,Summit Interconnect Inc,1,False,,Unknown,,2,,247.7,269.7,268.1,247.7,247700000.0,269700000.0,268100000.0,False,False
FS KKR Capital Corp,1422183,"SunPower Financial, ABF Equity",1,False,,Unknown,,1,,4.6,3690938.0,3.7,4.6,4600000.0,3690938000000.0,3700000.0,False,False
FS KKR Capital Corp,1422183,"SunPower Financial, Private Equity",1,False,,Unknown,,1,,4.5,3690938.0,3.7,4.5,4500000.0,3690938000000.0,3700000.0,False,False
FS KKR Capital Corp,1422183,Sweeping Corp of America Inc,1,False,,Unknown,,6,,108.9,128.8,126.5,108.9,108900000.0,128800000.0,126500000.0,False,False
FS KKR Capital Corp,1422183,"Synovus Financial Corp, ABF Equity",1,False,,Unknown,,1,,4.6,4253710.0,4.3,4.6,4600000.0,4253710000000.0,4300000.0,False,False
FS KKR Capital Corp,1422183,"Synovus Financial Corp, Private Equity",1,False,,Unknown,,1,,8.4,8345434.0,8.3,8.4,8400000.0,8345434000000.0,8300000.000000001,False,False
FS KKR Capital Corp,1422183,"TDC LLP, ABF Equity",1,False,,Unknown,,1,,1.9,1576060.0,2.0,1.9,1900000.0,1576060000000.0,2000000.0,False,False
FS KKR Capital Corp,1422183,"TDC LLP, Preferred Equity",1,False,,Unknown,,4,,94.4,0.0,63.6,94.4,94400000.0,0.0,63600000.0,False,False
FS KKR Capital Corp,1422183,"TDC LLP, Private Equity",1,False,,Unknown,,1,,2.0,1576060.0,2.0,2.0,2000000.0,1576060000000.0,2000000.0,False,False
FS KKR Capital Corp,1422183,TIBCO Software Inc,1,False,,Unknown,,3,,114.5,15.8,120.0,114.5,114500000.0,15800000.0,120000000.0,False,False
FS KKR Capital Corp,1422183,"TalkTalk Telecom Group Ltd, Revolver",1,False,,Unknown,,4,,109.6,0.0,109.1,109.6,109600000.0,0.0,109100000.0,False,False
FS KKR Capital Corp,1422183,Tangoe LLC,1,False,,Unknown,,4,,311.0,374.8,349.8,311.0,311000000.0,374800000.0,349800000.0,False,False
FS KKR Capital Corp,1422183,TeamSystem SpA,1,False,,Unknown,,1,,21.9,0.0,19.0,21.9,21900000.0,0.0,19000000.0,False,False
FS KKR Capital Corp,1422183,Tekfor HoldCo (formerly Amtek Global Technology Pte Ltd),1,False,,Unknown,,2,,8.3,39.8,80.2,8.3,8300000.0,39800000.0,80200000.0,False,False
FS KKR Capital Corp,1422183,ThreeSixty Group,1,False,,Unknown,,3,,178.6,45.8,184.3,178.6,178600000.0,45800000.0,184300000.0,False,False
FS KKR Capital Corp,1422183,Time Manufacturing Co,1,False,,Unknown,,8,,152.7,102.3,163.8,152.7,152700000.0,102300000.0,163800000.0,False,False
FS KKR Capital Corp,1422183,Transaction Services Group Ltd,1,False,,Unknown,,2,,159.2,0.0,158.4,159.2,159200000.0,0.0,158400000.0,False,False
FS KKR Capital Corp,1422183,Trescal SA,1,False,,Unknown,,6,,38.6,10.3,38.4,38.6,38600000.0,10300000.0,38400000.0,False,False
FS KKR Capital Corp,1422183,"Trinseo Materials Operating SCA / Trinseo Materials Finance Inc, Revolver",1,False,,Unknown,,2,,117.7,0.0,117.0,117.7,117700000.0,0.0,117000000.0,False,False
FS KKR Capital Corp,1422183,Turnpoint Services Inc,1,False,,Unknown,,2,,4.1,4.1,4.1,4.1,4100000.0,4100000.0,4100000.0,False,False
FS KKR Capital Corp,1422183,USIC Holdings Inc,1,False,,Unknown,,4,,142.1,141.5,140.9,142.1,142100000.0,141500000.0,140900000.0,False,False
FS KKR Capital Corp,1422183,Ultra Electronics Holdings Ltd,1,False,,Unknown,,3,,4.9,1.7,5.0,4.9,4900000.0,1700000.0,5000000.0,False,False
FS KKR Capital Corp,1422183,Unfunded Asset Based Finance Commitments,1,False,,Unknown,,2,,-441.6,0.0,-441.6,-441.6,-441600000.0,0.0,-441600000.0,False,False
FS KKR Capital Corp,1422183,Unfunded Loan Commitments,1,False,,Unknown,,2,,-810.1,0.0,-810.1,-810.1,-810100000.0,0.0,-810100000.0,False,False
FS KKR Capital Corp,1422183,Valeo Foods Group Ltd,1,False,,Unknown,,2,,6.1,2.3,7.1,6.1,6100000.0,2300000.0,7099999.999999999,False,False
FS KKR Capital Corp,1422183,"Vehicle Secured Funding Trust, ABF Equity",1,False,,Unknown,,1,,23.1,21111425.0,21.1,23.1,23100000.0,21111425000000.0,21100000.0,False,False
FS KKR Capital Corp,1422183,"Vehicle Secured Funding Trust, Private Equity",1,False,,Unknown,,1,,94.9,94927993.0,94.9,94.9,94900000.0,94927993000000.0,94900000.0,False,False
FS KKR Capital Corp,1422183,"Vehicle Secured Funding Trust, Term Loan",1,False,,Unknown,,1,,63.3,0.0,63.3,63.3,63300000.0,0.0,63300000.0,False,False
FS KKR Capital Corp,1422183,Veriforce LLC,1,False,,Unknown,,4,,62.2,40.8,62.3,62.2,62200000.0,40800000.0,62300000.0,False,False
FS KKR Capital Corp,1422183,Version1 Software Ltd,1,False,,Unknown,,4,,17.0,11.7,17.2,17.0,17000000.0,11700000.0,17200000.0,False,False
FS KKR Capital Corp,1422183,VetCor Professional Practices LLC,1,False,,Unknown,,7,,200.5,64.5,199.3,200.5,200500000.0,64500000.0,199300000.0,False,False
FS KKR Capital Corp,1422183,Vytalogy Wellness LLC (fka Jarrow Formulas Inc),1,False,,Unknown,,3,,228.4,234.1,227.7,228.4,228400000.0,234100000.0,227700000.0,False,False
FS KKR Capital Corp,1422183,Warren Resources Inc,1,False,,Unknown,,3,,56.2,18.8,18.5,56.2,56200000.0,18800000.0,18500000.0,False,False
FS KKR Capital Corp,1422183,Wealth Enhancement Group LLC,1,False,,Unknown,,8,,32.4,32.5,32.4,32.4,32400000.0,32500000.0,32400000.0,False,False
FS KKR Capital Corp,1422183,"Weber-Stephen Products LLC, Revolver",1,False,,Unknown,,6,,4771.2,0.0,5060.6,4771.2,4771200000.0,0.0,5060600000.0,False,False
FS KKR Capital Corp,1422183,Wittur Holding GmbH,1,False,,Unknown,,5,,1201.0,134.1,1364.4,1201.0,1201000000.0,134100000.0,1364400000.0,False,False
FS KKR Capital Corp,1422183,Woolpert Inc,1,False,,Unknown,,6,,285.2,125.4,278.8,285.2,285200000.0,125400000.0,278800000.0,False,False
FS KKR Capital Corp,1422183,Worldwise Inc,1,False,,Unknown,,6,,97.0,103.9,103.8,97.0,97000000.0,103900000.0,103800000.0,False,False
FS KKR Capital Corp,1422183,Zellis Holdings Ltd,1,False,,Unknown,,1,,7.9,0.0,8.0,7.9,7900000.0,0.0,8000000.0,False,False
FS KKR Capital Corp,1422183,Zendesk Inc,1,False,,Unknown,,4,,9416.2,80.1,9776.7,9416.2,9416200000.0,80100000.0,9776700000.0,False,False
FS KKR Capital Corp,1422183,"athenahealth Inc, Preferred Stock",1,False,,Unknown,,2,,483.8,0.0,0.0,483.8,483800000.0,0.0,0.0,False,False
FS KKR Capital Corp,1422183,iNova Pharmaceuticals (Australia) Pty Limited,1,False,,Unknown,,2,,4.3,2.6,4.2,4.3,4300000.0,2600000.0,4200000.0,False,False
Main Street Capital Corporation,1396440,"AAC Holdings, Inc.",1,False,,Other,Substance Abuse Treatment Service Provider,4,"Secured Debt, Common Stock",35.95,18.09,42.41,35.948,35948000.0,18086000.0,42406000.0,True,False
Main Street Capital Corporation,1396440,"ADS Tactical, Inc.",1,False,,Industrial/Manufacturing,Value-Added Logistics and Supply Chain Provider to the Defense Industry,1,Secured Debt,10.86,10.95,10.86,10.86,10860000.0,10952000.0,10856000.0,True,True
Main Street Capital Corporation,1396440,AMEREQUIP LLC,1,False,,Industrial/Manufacturing,"Full Services Provider Including Design, Engineering and Manufacturing of Commercial and Agricultural Equipment",5,"Common Stock, Secured Debt",61.44,28.42,61.35,61.438,61438000.0,28422000.0,61352000.0,True,True
Main Street Capital Corporation,1396440,"ASC Interests, LLC",1,False,,Education,Recreational and Educational Shooting Facility,10,"Secured Debt, Preferred Member Units, Member Units",8.72,4.1,14.91,8.722,8722000.0,4100000.0,14910000.0,True,True
Main Street Capital Corporation,1396440,"ATS Operating, LLC",1,False,,Retail,For-Profit Thrift Retailer,6,"Secured Debt, Common Stock",29.06,14.04,29.16,29.06,29060000.0,14040000.0,29160000.0,True,True
Main Street Capital Corporation,1396440,"ATS Workholding, LLC",1,False,,Industrial/Manufacturing,Manufacturer of Machine Cutting Tools and Accessories,8,"Secured Debt, Preferred Member Units",2.11,10.5,35.18,2.114,2114000.0,10503000.0,35178000.0,True,True
Main Street Capital Corporation,1396440,"AVEX Aviation Holdings, LLC",1,False,,Retail,Specialty Aircraft Dealer & MRO Provider,4,"Secured Debt, Common Equity",49.87,24.6,49.32,49.868,49868000.0,24602000.0,49322000.0,True,True
Main Street Capital Corporation,1396440,"Acumera, Inc.",1,False,,Other,Managed Security Service Provider,4,"Secured Debt, Warrants",49.81,24.8,49.05,49.808,49808000.0,24796000.0,49048000.0,True,False
Main Street Capital Corporation,1396440,"Adams Publishing Group, LLC",1,False,,Other,Local Newspaper Operator,3,Secured Debt,56.94,29.05,58.02,56.936,56936000.0,29048000.0,58018000.0,True,False
Main Street Capital Corporation,1396440,"American Health Staffing Group, Inc.",1,False,,Healthcare Services,Healthcare Temporary Staffing,6,Secured Debt,25.4,12.71,25.27,25.398,25398000.0,12712000.0,25274000.0,True,True
Main Street Capital Corporation,1396440,"American Nuts, LLC",1,False,,Other,"Roaster, Mixer and Packager of Bulk Nuts and Seeds",10,Secured Debt,96.38,66.69,132.24,96.38,96380000.0,66692000.0,132240000.0,True,False
Main Street Capital Corporation,1396440,"American Teleconferencing Services, Ltd.",1,False,,Other,Provider of Audio Conferencing and Video Collaboration Solutions,6,Secured Debt,2.46,36.01,66.86,2.462,2462000.0,36005000.0,66864000.0,True,False
Main Street Capital Corporation,1396440,"Analytical Systems Keco Holdings, LLC",1,False,,Energy & Utilities,Manufacturer of Liquid and Gas Analyzers,10,"Secured Debt, Preferred Member Units, Warrants",36.8,8.22,40.26,36.803,36803000.0,8220000.0,40255000.0,True,True
