adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	fileNumber	accepted	prevrpt	detail	instance	pubfloatusd	floatdate	inlineurl
0001193125-25-272386	1950976	26NORTH BDC, INC.	US	NY	NEW YORK	10022	600 MADISON AVENUE, 26TH FLOOR		212-224-0620	US	NY	NEW YORK	10022	600 MADISON AVENUE, 26TH FLOOR		US	MD	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251107	814-01665	2025-11-07 16:16:00.0	0	1	ck0001950976-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1950976/000119312525272386/ck0001950976-20250930.htm
0001193125-25-274423	1851322	NORTH HAVEN PRIVATE INCOME FUND LLC	US	NY	NEW YORK	10036	1585 BROADWAY		(212) 761-4000	US	NY	NEW YORK	10036	1585 BROADWAY		US	DE	000000000	MORGAN STANLEY PRIVATE INCOME FUND LLC	20210315	4-NON	0	1231	10-Q	20250930	2025	Q3	20251110	814-01489	2025-11-10 16:43:00.0	0	1	ck0001851322-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1851322/000119312525274423/ck0001851322-20250930.htm
0001628280-25-051537	1975736	KKR FS INCOME TRUST SELECT	US	PA	PHILADELPHIA	19112	201 ROUSE BOULEVARD		215-495-1150	US	PA	PHILADELPHIA	19112	201 ROUSE BOULEVARD		US	DE	923617067			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01706	2025-11-12 15:07:00.0	0	1	kfits-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1975736/000162828025051537/kfits-20250930.htm
0001193125-25-277887	2033362	AUDAX PRIVATE CREDIT FUND, LLC	US	NY	NEW YORK	10022	320 PARK AVENUE		212-703-2700	US	NY	NEW YORK	10022	320 PARK AVENUE		US		000000000	AUDAX PRIVATE CREDIT FUND, LP	20240809	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01861	2025-11-12 17:02:00.0	0	1	ck0002033362-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2033362/000119312525277887/ck0002033362-20250930.htm
0001737924-25-000013	1737924	NUVEEN CHURCHILL DIRECT LENDING CORP.	US	NY	NEW YORK	10152	375 PARK AVENUE	9TH FLOOR	(212) 207-2003	US	NY	NEW YORK	10152	375 PARK AVENUE	9TH FLOOR	US	MD	000000000	NUVEEN CHURCHILL BDC INC.	20191230	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	814-01338	2025-11-03 20:23:00.0	0	1	ncdlc-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1737924/000173792425000013/ncdlc-20250930.htm
0001193125-25-280026	1870267	REDWOOD ENHANCED INCOME CORP.	US	NY	NEW YORK	10019	250 WEST 55TH STREET		(201) 227-5040	US	NY	NEW YORK	10019	250 WEST 55TH STREET		US	MD	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	814-01508	2025-11-13 15:37:00.0	0	1	none-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1870267/000119312525280026/none-20250930.htm
0001193125-25-277963	1890107	FIRST EAGLE PRIVATE CREDIT FUND	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS, 48TH FLOOR		800-450-4424	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS, 48TH FLOOR		US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01642	2025-11-12 17:17:00.0	0	1	ck0001890107-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1890107/000119312525277963/ck0001890107-20250930.htm
0001193125-25-282900	2017636	CCS IX PORTFOLIO HOLDINGS, LLC	US	CA	LOS ANGELES	90025	11100 SANTA MONICA BLVD	STE 2000	3102355971	US	CA	LOS ANGELES	90025	11100 SANTA MONICA BLVD	STE 2000	US	DE	000000000	CCS IX BDC, LLC	20240328	4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	000-56718	2025-11-14 16:06:00.0	0	1	ck0002017636-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2017636/000119312525282900/ck0002017636-20250930.htm
0001803498-25-000081	1803498	BLACKSTONE PRIVATE CREDIT FUND	US	NY	NEW YORK	10154	345 PARK AVENUE	31ST FLOOR	212-503-2100	US	NY	NEW YORK	10154	345 PARK AVENUE	31ST FLOOR			000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	814-01358	2025-11-13 16:37:00.0	0	1	bcred-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1803498/000180349825000081/bcred-20250930.htm
0001376474-25-000952	1999538	X1 CAPITAL INC.	US	AL	FAIRHOPE	36532	6637 S WINDING BROOK DR		7136147755	US	AL	FAIRHOPE	36532	6637 S WINDING BROOK DR		US	MD	932414793			4-NON	0	0630	10-Q	20250930	2026	Q1	20251120	814-01672	2025-11-20 14:32:00.0	0	1	xcap-20250930_10q_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1999538/000137647425000952/xcap-20250930_10q.htm
0001193125-25-271151	81955	RAND CAPITAL CORP	US	NY	BUFFALO	14203	1405 RAND BUILDING		7168530802	US	NY	BUFFALO	14203	1405 RAND BUILDING		US	NY	160961359			4-NON	0	1231	10-Q	20250930	2025	Q3	20251107	814-00235	2025-11-07 08:46:00.0	0	1	rand-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/81955/000119312525271151/rand-20250930.htm
0001717310-25-000023	1717310	VENTURE LENDING & LEASING IX, INC.	US	CA	PORTOLA VALLEY	94028	104 LA MESA DRIVE, SUITE 102		6502344300	US	CA	PORTOLA VALLEY	94028	104 LA MESA DRIVE, SUITE 102		US	MD	822040715	VENTURE LENDING & LEASING FUND IX, INC.	20170918	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	814-01253	2025-11-13 15:50:00.0	0	1	vll9-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1717310/000171731025000023/vll9-20250930.htm
0001534254-25-000015	1534254	CION INVESTMENT CORP	US	NY	NEW YORK	10017	100 PARK AVENUE	25TH FLOOR	212-418-4700	US	NY	NEW YORK	10017	100 PARK AVENUE	25TH FLOOR	US	MD	453058280	C&#298;ON INVESTMENT CORP	20111104	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	814-00941	2025-11-05 19:23:00.0	0	1	cion-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1534254/000153425425000015/cion-20250930.htm
0001193125-25-277555	1948368	PHILLIP STREET MIDDLE MARKET LENDING FUND LLC	US	NY	NEW YORK	10282-2198	200 WEST STREET		212-902-1000	US	NY	NEW YORK	10282-2198	200 WEST STREET		US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01579	2025-11-12 16:09:00.0	0	1	ck0001948368-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1948368/000119312525277555/ck0001948368-20250930.htm
0001955010-25-000013	1955010	OHA SENIOR PRIVATE LENDING FUND (U) LLC	US	NY	NEW YORK	10017	ONE VANDERBILT, 16TH FLOOR		212-326-1500	US	NY	NEW YORK	10017	ONE VANDERBILT, 16TH FLOOR		US	DE	883063992			4-NON	0	1231	10-Q	20250930	2025	Q3	20251105	814-01586	2025-11-05 16:39:00.0	0	1	brhc-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1955010/000195501025000013/brhc-20250930.htm
0001193125-25-293672	1504619	PENNANTPARK FLOATING RATE CAPITAL LTD.	US	NY	NEW YORK	10022	590 MADISON AVENUE	15TH FLOOR	(212) 905-1000	US	NY	NEW YORK	10022	590 MADISON AVENUE	15TH FLOOR			273794690	PENNANTPARK SENIOR FLOATING RATE FUND INC.	20101029	1-LAF	0	0930	10-K	20250930	2025	FY	20251124	814-00891	2025-11-24 16:08:00.0	0	1	pflt-20250930_htm.xml	1069500000.00	20250331	https://www.sec.gov/ix?doc=/Archives/edgar/data/1504619/000119312525293672/pflt-20250930.htm
0001850938-25-000023	1850938	WTI FUND X, INC.	US	CA	PORTOLA VALLEY	94028	104 LA MESA DRIVE	SUITE 102	(650) 234-4300	US	CA	PORTOLA VALLEY	94028	104 LA MESA DRIVE	SUITE 102	US	MD	853539868			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	814-01414	2025-11-13 15:58:00.0	0	1	wti-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1850938/000185093825000023/wti-20250930.htm
0001104659-25-108820	1552198	WHITEHORSE FINANCE, INC.	US	FL	MIAMI	33131	1450 Brickell Avenue, 31st Floor		(305) 379-2322	US	FL	Miami	33131	1450 Brickell Avenue, 31st Floor		US	DE	454247759	WHITEHORSE FINANCE, LLC	20120613	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251110	814-00967	2025-11-10 07:32:00.0	0	1	whf-20250930x10q_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1552198/000110465925108820/whf-20250930x10q.htm
0001193125-25-279909	1916099	DIAMETER CREDIT CO	US	NY	NEW YORK		50 HUDSON YARDS	SUITE 6600A	(212) 655-1419	US	NY	NEW YORK		50 HUDSON YARDS	SUITE 6600A	US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	000-56624	2025-11-13 14:51:00.0	0	1	ck0001916099-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1916099/000119312525279909/ck0001916099-20250930.htm
0001213900-25-107316	1259429	OXFORD SQUARE CAPITAL CORP.	US	CT	GREENWICH	06830	8 SOUND SHORE DR	SUITE 255	2039835275	US	CT	GREENWICH	06830	8 SOUND SHORE DRIVE	SUITE 255	US	MD	200118736	OXFORD STREET CAPITAL CORP.	20180319	4-NON	0	1231	10-Q	20250930	2025	Q3	20251107	814-00638	2025-11-06 20:07:00.0	0	1	ea0262531-01_10q_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1259429/000121390025107316/ea0262531-01_10q.htm
0001213900-25-108226	1850787	KAYNE DL 2021, INC.	US	TX	HOUSTON	77002	717 TEXAS AVENUE	SUITE 2200	713-493-2020	US	TX	HOUSTON	77002	717 TEXAS AVENUE	SUITE 2200	US	DE	862440860			4-NON	0	1231	10-Q	20250930	2025	Q3	20251110	814-01393	2025-11-10 16:16:00.0	0	1	ea0261708-10q_kaynedl_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1850787/000121390025108226/ea0261708-10q_kaynedl.htm
0001193125-25-268125	1370755	BLACKROCK TCP CAPITAL CORP.	US	CA	SANTA MONICA	90405	2951 28TH STREET	SUITE 1000	310-566-1000	US	CA	SANTA MONICA	90405	2951 28TH STREET	SUITE 1000	US	DE	562594706	TCP CAPITAL CORP.	20120402	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251106	814-00899	2025-11-06 08:02:00.0	0	1	tcpc-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1370755/000119312525268125/tcpc-20250930.htm
0001193125-25-283129	1899017	BAIN CAPITAL PRIVATE CREDIT	US	MA	BOSTON	02116	200 CLARENDON STREET		617.516.2000	US	MA	BOSTON	02116	200 CLARENDON STREET		US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	814-01474	2025-11-14 16:33:00.0	0	1	ck0001899017-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1899017/000119312525283129/ck0001899017-20250930.htm
0001193125-25-265807	1786108	TRINITY CAPITAL INC.	US	AZ	PHOENIX	85004	1 N. 1ST ST.	3RD FLOOR	480.374.5350	US	AZ	PHOENIX	85004	1 N. 1ST ST.	3RD FLOOR	US	MD	000000000			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251105	001-39958	2025-11-05 08:04:00.0	0	1	trin-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1786108/000119312525265807/trin-20250930.htm
0001193125-25-277220	1899996	FIDELITY PRIVATE CREDIT CO LLC	US	MA	BOSTON	02110	245 SUMMER STREET		617-563-7000	US	MA	BOSTON	02110	245 SUMMER STREET		US	DE	000000000	FIDELITY PRIVATE CREDIT CENTRAL FUND LLC	20230209	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01645	2025-11-12 14:52:00.0	0	1	ck0001899996-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1899996/000119312525277220/ck0001899996-20250930.htm
0001193125-25-276918	1988280	MANULIFE PRIVATE CREDIT FUND	US	MA	BOSTON	02116	197 CLARENDON STREET		617-663-3000	US	MA	BOSTON	02116	197 CLARENDON STREET		US	DE	923968562			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01664	2025-11-12 13:24:00.0	0	1	d23438d10q_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1988280/000119312525276918/d23438d10q.htm
0000017313-25-000146	17313	CAPITAL SOUTHWEST CORP	US	TX	DALLAS	75225	8333 DOUGLAS AVE	SUITE 1100	2142385700	US	TX	DALLAS	75225	8333 DOUGLAS AVE	SUITE 1100	US	TX	751072796			1-LAF	0	0331	10-Q	20250930	2026	Q2	20251103	814-00061	2025-11-03 16:12:00.0	0	1	cswc-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/17313/000001731325000146/cswc-20250930.htm
0001193125-25-276913	1825265	TCW DIRECT LENDING VIII LLC	US	CA	LOS ANGELES	90071	515 SOUTH FLOWER ST		2132440000	US	CA	LOS ANGELES	90071	515 SOUTH FLOWER ST		US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01420	2025-11-12 13:22:00.0	0	1	ck0001825265-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1825265/000119312525276913/ck0001825265-20250930.htm
0001193125-25-277541	1772704	GOLDMAN SACHS PRIVATE MIDDLE MARKET CREDIT II LLC	US	NY	NEW YORK	10282-2198	200 WEST STREET		212-902-1000	US	NY	NEW YORK	10282-2198	200 WEST STREET		US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01307	2025-11-12 16:08:00.0	0	1	ck0001772704-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1772704/000119312525277541/ck0001772704-20250930.htm
0001193125-25-269482	1372807	BCP INVESTMENT CORP	US	NY	NEW YORK	10022	650 MADISON AVNUE	3RD FLOOR	212.891.2880	US	NY	NEW YORK	10022	650 MADISON AVNUE	3RD FLOOR	US	DE	205951150	PORTMAN RIDGE FINANCE CORP	20190401	4-NON	0	1231	10-Q	20250930	2025	Q3	20251106	814-00735	2025-11-06 16:09:00.0	0	1	bcic-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1372807/000119312525269482/bcic-20250930.htm
0002031750-25-000043	2031750	ARES CORE INFRASTRUCTURE FUND	US	CA	LOS ANGELES	90067	C/O ARES MANAGEMENT LLC	2000 AVENUE OF THE STARS, 12TH FLOOR	(310) 201-4100	US	CA	LOS ANGELES	90067	C/O ARES MANAGEMENT LLC	2000 AVENUE OF THE STARS, 12TH FLOOR	US	DE	996541890			4-NON	0	1231	10-Q	20250930	2025	Q3	20251107	814-01811	2025-11-07 17:08:00.0	0	1	aci-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2031750/000203175025000043/aci-20250930.htm
0001193125-25-280627	1976336	ANTARES PRIVATE CREDIT FUND	US	IL	CHICAGO	60661	C/O ANTARES CAPITAL CREDIT ADVISERS LLC	500 WEST MONROE STREET, SUITE 1700	312-638-4000	US	IL	CHICAGO	60661	C/O ANTARES CAPITAL CREDIT ADVISERS LLC	500 WEST MONROE STREET, SUITE 1700	US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	814-01793	2025-11-13 18:15:00.0	0	1	ck0001976336-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1976336/000119312525280627/ck0001976336-20250930.htm
0001193125-25-264653	1743415	SCP PRIVATE CREDIT INCOME BDC LLC	US	NY	NEW YORK	10022	500 PARK AVENUE	5TH FLOOR	(212) 993-1670	US	NY	NEW YORK	10022	500 PARK AVENUE	5TH FLOOR	US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251104	814-01294	2025-11-04 16:06:00.0	0	1	ck0001743415-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1743415/000119312525264653/ck0001743415-20250930.htm
0001193125-25-293703	1383414	PENNANTPARK INVESTMENT CORP	US	NY	NEW YORK	10022	590 MADISON AVENUE	15TH FLOOR	212-905-1000	US	NY	NEW YORK	10022	590 MADISON AVENUE	15TH FLOOR			208250744	PENNANT INVESTMENT CORP	20061229	2-ACC	0	0930	10-K	20250930	2025	FY	20251124	814-00736	2025-11-24 16:15:00.0	0	1	pnnt-20250930_htm.xml	443600000.00	20250331	https://www.sec.gov/ix?doc=/Archives/edgar/data/1383414/000119312525293703/pnnt-20250930.htm
0001628280-25-051646	2012839	KKR ENHANCED US DIRECT LENDING FUND-L INC.	US	CA	SAN FRANCISCO	94104	555 CALIFORNIA STREET, 50TH FLOOR		415-315-3620	US	CA	SAN FRANCISCO	94104	555 CALIFORNIA STREET, 50TH FLOOR		US	DE	996101395	KKR ENHANCED US DIRECT LENDING FUND-L	20240221	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01724	2025-11-12 16:39:00.0	0	1	ebdc-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2012839/000162828025051646/ebdc-20250930.htm
0001976719-25-000019	1976719	NEW MOUNTAIN GUARDIAN IV INCOME FUND, L.L.C.	US	NY	NEW YORK	10019	1633 BROADWAY	48TH FLOOR	212-720-0300	US	NY	NEW YORK	10019	1633 BROADWAY	48TH FLOOR	US	DE	920964074	NEW MOUNTAIN GUARDIAN IV UNLEVERED BDC, L.L.C.	20230505	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	814-01639	2025-11-13 14:19:00.0	0	1	nmg4if-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1976719/000197671925000019/nmg4if-20250930.htm
0001812554-25-000081	1812554	BLUE OWL CREDIT INCOME CORP.	US	NY	NEW YORK	10022	399 PARK AVENUE		(212) 419-3000	US	NY	NEW YORK	10022	399 PARK AVENUE		US	MD	000000000	OWL ROCK CORE INCOME CORP.	20200519	4-NON	0	1231	10-Q	20250930	2025	Q3	20251106	814-01369	2025-11-06 16:05:00.0	0	1	orcic-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1812554/000181255425000081/orcic-20250930.htm
0001869453-25-000061	1869453	BLUE OWL TECHNOLOGY INCOME CORP.	US	NY	NEW YORK	10002	399 PARK AVENUE		212.419.3000	US	NY	NEW YORK	10002	399 PARK AVENUE		US	MD	000000000	OWL ROCK TECHNOLOGY INCOME CORP.	20210624	4-NON	0	1231	10-Q	20250930	2025	Q3	20251106	814-01445	2025-11-06 16:12:00.0	0	1	ortic-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1869453/000186945325000061/ortic-20250930.htm
0002037804-25-000020	2037804	NEW MOUNTAIN PRIVATE CREDIT FUND	US	NY	NEW YORK	10019	1633 BROADWAY, 48TH FLOOR		212-720-0300	US	NY	NEW YORK	10019	1633 BROADWAY, 48TH FLOOR		US	MD	996860731			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01762	2025-11-12 13:51:00.0	0	1	newcred-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2037804/000203780425000020/newcred-20250930.htm
0000930413-25-003431	2008748	LORD ABBETT PRIVATE CREDIT FUND	US	NJ	JERSEY CITY	07302	C/O LORD, ABBETT & CO. LLC	30 HUDSON STREET	888-522-2388	US	NJ	JERSEY CITY	07302	C/O LORD, ABBETT & CO. LLC	30 HUDSON STREET	US	DE	934670837	LORD ABBETT PRIVATE CREDIT FUND 1, LP	20240118	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	814-01764	2025-11-13 12:28:00.0	0	1	c114200_10q-ixbrl_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2008748/000093041325003431/c114200_10q-ixbrl.htm
0001193125-25-269116	2011498	AGL PRIVATE CREDIT INCOME FUND	US	NY	NEW YORK	10022	C/O AGL 535 MADISON AVENUE	24TH FLOOR	212-973-8600	US	NY	NEW YORK	10022	C/O AGL 535 MADISON AVENUE	24TH FLOOR	US	DE	000000000	AGL PRIVATE CREDIT INCOME FUND LP	20240209	4-NON	0	1231	10-Q	20250930	2025	Q3	20251106	814-01782	2025-11-06 14:56:00.0	0	1	ck0002011498-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2011498/000119312525269116/ck0002011498-20250930.htm
0001521945-25-000094	1521945	PROSPECT FLOATING RATE & ALTERNATIVE INCOME FUND, INC.	US	NY	NEW YORK	10016	10 EAST 40TH STREET, 42ND FLOOR		212-448-0702	US	NY	NEW YORK	10016	10 EAST 40TH STREET, 42ND FLOOR		US	MD	452460782	PROSPECT SUSTAINABLE INCOME FUND, INC.	20220112	4-NON	0	0630	10-Q	20250930	2026	Q1	20251112	814-00908	2025-11-12 16:15:00.0	0	1	pfloat-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1521945/000152194525000094/pfloat-20250930.htm
0001193125-25-277996	1841514	COMMONWEALTH CREDIT PARTNERS BDC I, INC.	US	FL	WEST PALM BEACH	33401	C/O COMVEST CAPITAL ADVISORS, LLC	360 S. ROSEMARY, SUITE 1700	561.727.2100	US	FL	WEST PALM BEACH	33401	C/O COMVEST CAPITAL ADVISORS, LLC	360 S. ROSEMARY, SUITE 1700	US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01387	2025-11-12 17:20:00.0	0	1	ck0001841514-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1841514/000119312525277996/ck0001841514-20250930.htm
0001104659-25-110161	1979306	ANDALUSIAN CREDIT COMPANY, LLC	US	NY	NEW YORK	10019	40 WEST 57TH STREET	SUITE 1700	(973) 314-3045	US	NY	NEW YORK	10019	40 WEST 57TH STREET	SUITE 1700	US	DE	922145091			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01670	2025-11-12 13:09:00.0	0	1	tmb-20250930x10q_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1979306/000110465925110161/tmb-20250930x10q.htm
0001193125-25-277785	1825384	STONE POINT CREDIT CORP	US	CT	GREENWICH	06830	20 HORSENECK LANE		(203) 862-2900	US	CT	GREENWICH	06830	20 HORSENECK LANE		US	DE	000000000	STONE POINT CAPITAL CREDIT LLC	20200918	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01375	2025-11-12 16:38:00.0	0	1	none-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1825384/000119312525277785/none-20250930.htm
0001193125-25-266824	2043759	LAGO EVERGREEN CREDIT	US	IL	CHICAGO	60606	10 S. WACKER DR.	SUITE 3540	773-417-5246	US	IL	CHICAGO	60606	10 S. WACKER DR.	SUITE 3540	US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251105	000-56728	2025-11-05 15:58:00.0	0	1	ck0002043759-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2043759/000119312525266824/ck0002043759-20250930.htm
0000930413-25-003432	2041841	LORD ABBETT PRIVATE CREDIT FUND S	US	NJ	JERSEY CITY	07302	C/O LORD, ABBETT & CO. LLC	30 HUDSON STREET	8885222388	US	NJ	JERSEY CITY	07302	C/O LORD, ABBETT & CO. LLC	30 HUDSON STREET	US	DE	995126353	LORD ABBETT PRIVATE CREDIT FUND A, LP	20241018	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	814-01843	2025-11-13 12:30:00.0	0	1	c114201_10q-ixbrl_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/2041841/000093041325003432/c114201_10q-ixbrl.htm
0001193125-25-280633	1959604	JEFFERIES CREDIT PARTNERS BDC INC.	US	NY	NEW YORK	10022	520 MADISON AVENUE		(212) 708-2612	US	NY	NEW YORK	10022	520 MADISON AVENUE		US	MD	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	814-01684	2025-11-13 18:16:00.0	0	1	ck0001959604-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1959604/000119312525280633/ck0001959604-20250930.htm
0001287032-25-000339	1287032	PROSPECT CAPITAL CORP	US	NY	NEW YORK	10016	10 EAST 40TH STREET 44TH FL		212-448-0702	US	NY	NEW YORK	10016	10 EAST 40TH STREET 44TH FL		US	MD	432048643	PROSPECT ENERGY CORP	20040623	1-LAF	0	0630	10-Q	20250930	2026	Q1	20251106	814-00659	2025-11-06 16:18:00.0	0	1	psec-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1287032/000128703225000339/psec-20250930.htm
0001193125-25-280735	1849894	MSD INVESTMENT CORP.	US	NY	NEW YORK	10017-5407	C/O MSD PARTNERS, L.P.	1 VANDERBILT AVE, 26TH FLOOR	212.303.4758	US	NY	NEW YORK	10017-5407	C/O MSD PARTNERS, L.P.	1 VANDERBILT AVE, 26TH FLOOR	US	MD	000000000	MSD INVESTMENT, LLC	20211117	4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	814-01481	2025-11-13 19:55:00.0	0	1	ck0001849894-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1849894/000119312525280735/ck0001849894-20250930.htm
0001193125-25-277817	1633858	AUDAX CREDIT BDC INC.	US	MA	BOSTON	02199	101 HUNTINGTON AVENUE		(617) 859-1513	US	MA	BOSTON	02199	101 HUNTINGTON AVENUE		US	DE	473039124	AUDAX CREDIT BDC, INC.	20150415	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	814-01154	2025-11-12 16:47:00.0	0	1	ck0001633858-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1633858/000119312525277817/ck0001633858-20250930.htm
0001437749-25-035241	1495584	FIRSTHAND TECHNOLOGY VALUE FUND, INC.	US	CA	SAN JOSE	95113	150 ALMADEN BLVD.	SUITE 1250	408-886-7096	US	CA	SAN JOSE	95113	150 ALMADEN BLVD.	SUITE 1250			273008946			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	814-00830	2025-11-14 17:15:00.0	0	1	sccv20250930_10q_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1495584/000143774925035241/sccv20250930_10q.htm
0001193125-25-269547	1653384	RUNWAY GROWTH FINANCE CORP.	US	IL	CHICAGO	60601	205 N. MICHIGAN AVE.	SUITE 4200	(312) 281-6270	US	IL	CHICAGO	60601	205 N. MICHIGAN AVE.	SUITE 4200	US	MD	475049745	RUNWAY GROWTH CREDIT FUND INC.	20170613	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	814-01180	2025-11-06 16:14:00.0	0	1	rway-20250930_htm.xml			https://www.sec.gov/ix?doc=/Archives/edgar/data/1653384/000119312525269547/rway-20250930.htm
