adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0002031750-25-000043	8	24	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsForRepurchaseOfCommonStock	us-gaap/2025
0001476765-25-000096	10	10	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsForRepurchaseOfCommonStock	us-gaap/2025
0001918712-25-000092	9	7	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsForRepurchaseOfCommonStock	us-gaap/2025
0001838126-25-000073	10	35	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsForRepurchaseOfCommonStock	us-gaap/2025
0001213900-25-110796	1	22	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsForRepurchaseOfCommonStock	us-gaap/2025
0001535778-25-000148	6	20	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsForRepurchaseOfCommonStock	us-gaap/2025
0001989817-25-000085	5	32	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsForRepurchaseOfCommonStock	us-gaap/2025
0001213900-25-110796	1	24	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfCapitalDistribution	us-gaap/2025
0001918712-25-000092	9	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfCapitalDistribution	us-gaap/2025
0002031750-25-000043	8	25	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfCapitalDistribution	us-gaap/2025
0001911066-25-000038	8	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfCapitalDistribution	us-gaap/2025
0001911066-25-000038	8	8	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0002037804-25-000020	2	11	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001913724-25-000088	3	5	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001742313-25-000080	3	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0002031750-25-000043	8	23	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001736035-25-000021	4	30	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001628280-25-051537	1	24	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001628280-25-051535	4	8	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001925531-25-000018	3	28	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001944831-25-000040	5	28	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0002031283-25-000020	1	29	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001976719-25-000019	2	30	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0002071136-25-000009	5	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001766037-25-000018	1	23	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001747777-25-000048	1	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001655887-25-000060	2	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001655888-25-000024	4	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001737924-25-000013	4	10	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001496099-25-000035	4	41	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001512931-25-000074	8	5	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001580345-25-000032	3	9	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001544206-25-000077	2	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001869453-25-000061	5	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001534254-25-000015	7	27	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001628280-25-049617	15	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001859919-25-000087	1	27	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001811972-25-000032	1	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001812554-25-000081	8	27	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001379785-25-000050	7	29	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001396440-25-000184	2	9	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001918712-25-000092	9	8	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001476765-25-000096	10	8	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001838126-25-000073	10	31	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001989817-25-000085	5	29	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0001580345-25-000032	3	6	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDistributionsToAffiliates	us-gaap/2025
0001544206-25-000077	2	28	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001901164-25-000016	8	30	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001379785-25-000050	7	27	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001287032-25-000339	5	5	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001811972-25-000032	1	5	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001859919-25-000087	1	29	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001493152-25-020943	3	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0002049733-25-000049	7	27	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001702510-25-000139	1	24	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001850938-25-000023	1	16	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001717310-25-000023	2	16	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001911321-25-000014	4	5	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001521945-25-000094	2	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001736035-25-000021	4	31	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0001913724-25-000088	3	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001628280-25-051535	4	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001628280-25-051537	1	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001825248-25-000022	6	29	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001944831-25-000040	5	29	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0002031283-25-000020	1	27	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001792509-25-000029	6	7	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001766037-25-000018	1	20	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001534254-25-000015	7	25	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001628280-25-049617	15	24	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001869453-25-000061	5	27	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001812554-25-000081	8	30	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001661306-25-000087	2	3	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001747777-25-000048	1	6	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001655888-25-000024	4	28	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001655887-25-000060	2	5	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001496099-25-000035	4	33	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001737924-25-000013	4	6	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001321741-25-000022	2	23	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001989817-25-000085	5	33	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001838126-25-000073	10	33	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001476765-25-000096	10	11	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsCommonStock	us-gaap/2025
0001792509-25-000029	6	8	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsPreferredStockAndPreferenceStock	us-gaap/2025
0001825248-25-000022	6	33	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsPreferredStockAndPreferenceStock	us-gaap/2025
0001628280-25-051537	1	30	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividendsPreferredStockAndPreferenceStock	us-gaap/2025
0001825248-25-000022	6	34	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001792509-25-000029	6	6	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001628280-25-051646	7	22	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001987731-25-000028	4	13	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001911321-25-000014	4	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001321741-25-000022	2	21	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001901164-25-000016	8	32	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001726548-25-000009	5	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001287032-25-000339	5	7	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001628280-25-050299	5	28	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001493152-25-020943	3	25	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001535778-25-000148	6	19	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfFinancingCosts	us-gaap/2025
0001535778-25-000148	6	22	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfOrdinaryDividends	us-gaap/2025
0001396440-25-000184	2	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfOrdinaryDividends	us-gaap/2025
0001955010-25-000013	1	3	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfOrdinaryDividends	us-gaap/2025
0001628280-25-051646	7	25	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfOrdinaryDividends	us-gaap/2025
0001911321-25-000014	4	6	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfStockIssuanceCosts	us-gaap/2025
0001901164-25-000016	8	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfStockIssuanceCosts	us-gaap/2025
0001321741-25-000022	2	19	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfStockIssuanceCosts	us-gaap/2025
0001496099-25-000035	4	32	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfStockIssuanceCosts	us-gaap/2025
0001869453-25-000061	5	30	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfStockIssuanceCosts	us-gaap/2025
0001396440-25-000184	2	10	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsRelatedToTaxWithholdingForShareBasedCompensation	us-gaap/2025
0001628280-25-051537	1	25	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001987731-25-000028	4	12	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromContributedCapital	us-gaap/2025
0001850938-25-000023	1	18	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromContributedCapital	us-gaap/2025
0001989817-25-000085	5	31	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001535778-25-000148	6	21	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001213900-25-110796	1	19	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001838126-25-000073	10	36	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001476765-25-000096	10	9	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001918712-25-000092	9	6	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0002031283-25-000020	1	28	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001911321-25-000014	4	2	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001944831-25-000040	5	24	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001213900-25-109300	4	16	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001702510-25-000139	1	20	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0002071136-25-000009	5	5	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0002049733-25-000049	7	26	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001736035-25-000021	4	32	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0002031750-25-000043	8	20	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001742313-25-000080	3	6	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001913724-25-000088	3	6	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001911066-25-000038	8	6	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001628280-25-051535	4	2	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001521945-25-000094	2	25	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001825248-25-000022	6	35	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001396440-25-000184	2	2	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001859919-25-000087	1	28	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001726548-25-000009	5	23	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001869453-25-000061	5	25	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001493152-25-020943	3	19	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001628280-25-050299	5	21	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001812554-25-000081	8	29	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001655888-25-000024	4	27	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001955010-25-000013	1	4	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001901164-25-000016	8	29	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001321741-25-000022	2	20	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001737924-25-000013	4	8	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001496099-25-000035	4	30	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001544206-25-000077	2	27	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001580345-25-000032	3	11	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0001213900-25-108212	4	24	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PayableForShareRepurchases	0001213900-25-108212
0001213900-25-108212	4	22	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	BorrowingsOnRevolvingFundingFacilityIINet	0001213900-25-108212
0001213900-25-108212	4	21	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	BorrowingsOnRevolvingFundingFacilityNet	0001213900-25-108212
0001213900-25-108212	4	23	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	BorrowingsOnSubscriptionAndCreditAgreementNet	0001213900-25-108212
0001213900-25-108212	4	26	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	BorrowingspaymentsOnCorporateCreditFacilityNet	0001213900-25-108212
0001193125-25-280629	5	19	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromAdvanceSubscriptions	0001193125-25-280629
0001193125-25-280629	5	21	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	FinancingCostsPaidAndDeferred	0001193125-25-280629
0001193125-25-280735	6	27	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonSharesNetOfChangeInSubcriptionsReceivable	0001193125-25-280735
0001193125-25-280633	3	27	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	DebtIssuanceCostsPaidAndDeferred	0001193125-25-280633
0001193125-25-280633	3	28	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	FinancingCostsPaidAndDeferred	0001193125-25-280633
0001193125-25-280633	3	21	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromAdvanceSubscriptions	0001193125-25-280633
0001193125-25-280633	3	23	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	OfferingCostsPaidAndDeferred	0001193125-25-280633
0001193125-25-279957	3	28	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	DistributionsNetOfDistributionReinvestmentPlanAndChangeInDistributionsPayable	0001193125-25-279957
0001193125-25-279957	3	29	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromDebtSecuritization	0001193125-25-279957
0001193125-25-279909	1	3	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	RepaymentsOfRepurchaseObligations	0001193125-25-279909
0001193125-25-293672	1	31	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	CapitalizedBorrowingCosts	0001193125-25-293672
0001193125-25-293703	2	26	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	OfferingCosts	0001193125-25-293703
0001193125-25-278069	5	28	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	RepurchasedShares	0001193125-25-278069
0001193125-25-278006	8	24	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromExtinguishmentOfCommonShares	0001193125-25-278006
0001193125-25-277763	7	29	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromRepaymentOfDebt	0001193125-25-277763
0001193125-25-278006	8	23	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	FinancingCostsPaidAndDeferred	0001193125-25-278006
0001213900-25-109299	1	16	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromAdvanceShareSubscriptionAmount	0001213900-25-109299
0001193125-25-277963	1	7	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentForDeferredOfferingCosts	0001193125-25-277963
0001925531-25-000018	3	23	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid	us-gaap/2025
0002037804-25-000020	2	2	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid	us-gaap/2025
0001976719-25-000019	2	25	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid	us-gaap/2025
0001628280-25-050299	5	22	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	DistributionMadeToLimitedPartnerCashDistributionsPaid	us-gaap/2025
0001726548-25-000009	5	25	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	DistributionMadeToLimitedPartnerCashDistributionsPaid	us-gaap/2025
0001736035-25-000021	4	7	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	DerivativeFairValueHedgeIncludedInEffectivenessGainLoss	us-gaap/2025
0001747777-25-000048	1	27	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	DividendIncomeOperatingPaidInKind	us-gaap/2025
0001918712-25-000092	9	17	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	DividendIncomeOperatingPaidInKind	us-gaap/2025
0001918712-25-000092	9	18	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	DividendsPaidinkind	us-gaap/2025
0001321741-25-000022	2	4	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	FinancingReceivableAllowanceForCreditLossWriteoffAfterRecovery	us-gaap/2025
0001747777-25-000048	1	14	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossBeforeTax	us-gaap/2025
0001913724-25-000088	3	22	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossBeforeTax	us-gaap/2025
0001736035-25-000021	4	25	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001742313-25-000080	3	27	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001944831-25-000040	5	3	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001702510-25-000139	1	18	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001496099-25-000035	4	4	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001544206-25-000077	2	5	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
