adsh	cik	name	form	filed	period	ddate	tag	version	label	segments	value	indexurl
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	EntityExTransitionPeriod	dei/2025	Elected Not To Use the Extended Transition Period		false	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	EntityFileNumber	dei/2025	Entity File Number		814-01880	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		DE	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	EntityRegistrantName	dei/2025	Entity Registrant Name		Fortress Private Lending Fund	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		33-6515727	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	LocalPhoneNumber	dei/2025	Local Phone Number		497-2976	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-291045	2012139	FORTRESS PRIVATE LENDING FUND	8-K	20251121	20251130	20251130	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/2012139/000119312525291045/0001193125-25-291045/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	CityAreaCode	dei/2025	City Area Code		(312)	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-24	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		200 West Street	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		New York	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		10282	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		NY	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001920145	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		false	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityFileNumber	dei/2025	Entity File Number		814-01627	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		DE	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityRegistrantName	dei/2025	Entity Registrant Name		Goldman Sachs Private Credit Corp.	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		92-3241797	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	LocalPhoneNumber	dei/2025	Local Phone Number		655-4419	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293704	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.	8-K	20251124	20251130	20251130	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1920145/000119312525293704/0001193125-25-293704/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	CityAreaCode	dei/2025	City Area Code		(212)	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-24	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		9 West 57th Street	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		New York	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		10019	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		NY	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001837532	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		false	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityFileNumber	dei/2025	Entity File Number		814-01424	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		DE	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityRegistrantName	dei/2025	Entity Registrant Name		Apollo Debt Solutions BDC	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		86-1950548	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	LocalPhoneNumber	dei/2025	Local Phone Number		515-3200	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293714	1837532	APOLLO DEBT SOLUTIONS BDC	8-K	20251124	20251130	20251130	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1837532/000119312525293714/0001193125-25-293714/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	CityAreaCode	dei/2025	City Area Code		(203)	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-18	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		Two Greenwich Plaza	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityAddressAddressLine2	dei/2025	Entity Address, Address Line Two		Suite 1	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		Greenwich	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		06830	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		CT	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001646614	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		true	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityExTransitionPeriod	dei/2025	Elected Not To Use the Extended Transition Period		false	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityFileNumber	dei/2025	Entity File Number		000-56533	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		MD	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityRegistrantName	dei/2025	Entity Registrant Name		Silver Point Specialty Lending Fund	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		47-1577585	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	LocalPhoneNumber	dei/2025	Local Phone Number		542-4200	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-293852	1646614	SILVER POINT SPECIALTY LENDING FUND	8-K	20251124	20251130	20251130	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1646614/000119312525293852/0001193125-25-293852/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	CityAreaCode	dei/2025	City Area Code		212	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-21	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		50 Hudson Yards, Floor 77	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		New York	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		10001	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		NY	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0001919369	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		true	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityExTransitionPeriod	dei/2025	Elected Not To Use the Extended Transition Period		true	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityFileNumber	dei/2025	Entity File Number		000-56562	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityIncorporationStateCountryCode	dei/2025	Entity Incorporation, State or Country Code		MD	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityRegistrantName	dei/2025	Entity Registrant Name		VISTA CREDIT STRATEGIC LENDING CORP.	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	EntityTaxIdentificationNumber	dei/2025	Entity Tax Identification Number		88-1906598	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	LocalPhoneNumber	dei/2025	Local Phone Number		804-9100	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	PreCommencementIssuerTenderOffer	dei/2025	Pre-commencement Issuer Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	PreCommencementTenderOffer	dei/2025	Pre-commencement Tender Offer		false	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	Security12bTitle	dei/2025	Title of 12(b) Security		None	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	SecurityExchangeName	dei/2025	Security Exchange Name		NONE	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	SolicitingMaterial	dei/2025	Soliciting Material		false	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	TradingSymbol	dei/2025	Trading Symbol		None.	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-295860	1919369	VISTA CREDIT STRATEGIC LENDING CORP.	8-K	20251125	20251130	20251130	WrittenCommunications	dei/2025	Written Communications		false	https://www.sec.gov/Archives/edgar/data/1919369/000119312525295860/0001193125-25-295860/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	AmendmentFlag	dei/2025	Amendment Flag		false	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	CityAreaCode	dei/2025	City Area Code		212	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	DocumentPeriodEndDate	dei/2025	Document Period End Date		2025-11-24	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	DocumentType	dei/2025	Document Type		8-K	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	EntityAddressAddressLine1	dei/2025	Entity Address, Address Line One		320 Park Avenue	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	EntityAddressCityOrTown	dei/2025	Entity Address, City or Town		New York	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	EntityAddressPostalZipCode	dei/2025	Entity Address, Postal Zip Code		10022	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	EntityAddressStateOrProvince	dei/2025	Entity Address, State or Province		NY	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	EntityCentralIndexKey	dei/2025	Entity Central Index Key		0002033362	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	EntityEmergingGrowthCompany	dei/2025	Entity Emerging Growth Company		true	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	EntityExTransitionPeriod	dei/2025	Elected Not To Use the Extended Transition Period		false	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
0001193125-25-296927	2033362	AUDAX PRIVATE CREDIT FUND, LLC	8-K	20251125	20251130	20251130	EntityFileNumber	dei/2025	Entity File Number		000-56739	https://www.sec.gov/Archives/edgar/data/2033362/000119312525296927/0001193125-25-296927/-index.htm
